Date,Ave.T,Max.T,Min.T,Prec(mm),Press(Hpa),Wind dir,Wind sp (km/h),Cloud.c
4/28/2022,11.7,15.6,7.8,0,1021.3,151,5,2
4/27/2022,15.6,23.2,8,11,1023.5,0,7,2
4/26/2022,21.4,26.2,16.5,2.4,1015.1,351,13,2
4/25/2022,20.7,26.2,15.2,0,1003.4,77,8,2
4/24/2022,18.8,27.4,10.1,0,1005.2,89,9,2
4/23/2022,18.8,27.4,10.1,0,1002.1,184,7,2
4/22/2022,19.9,26.5,13.4,0,1010.9,211,10,2
4/21/2022,20.1,28.8,11.5,0,1001.1,326,12,2
4/20/2022,18.8,28.8,8.8,0,1000.3,191,11,2
4/19/2022,17.9,27.1,8.8,0,1011,197,10,2
4/18/2022,15.5,23.1,7.9,0,1017.5,92,7,2
4/17/2022,13.9,23.4,4.5,0,1015.6,201,5,2
4/16/2022,13.9,23.4,4.5,0,1017.6,234,9,2
4/15/2022,13.2,21.1,5.3,0,1024.9,295,9,2
4/14/2022,12.7,20.1,5.3,0,1025.4,5,13,2
4/13/2022,15.3,21.2,9.5,0,1018.4,219,10,2
4/12/2022,21.4,27.5,15.4,0,1017.9,153,10,2
4/11/2022,19.9,27.5,12.4,2,1008.9,351,12,2
4/10/2022,19.2,26,12.4,0,1002.4,52,5,2
4/9/2022,16.1,24.8,7.5,0,1004.8,96,8,2
4/8/2022,13.3,24,2.7,0,1006,77,5,2
4/7/2022,13.1,23.5,2.7,0,1015,103,6,2
4/6/2022,16.8,25.1,8.5,0,1023.6,178,9,2
4/5/2022,16.6,25.1,8,0,1020,78,12,2
4/4/2022,13.7,22,5.3,0,1017.1,196,6,2
4/3/2022,13.1,22,4.1,0,1022.2,208,12,2
4/2/2022,10,19.8,0.2,0,1026.3,150,9,2
4/1/2022,7.9,15.6,0.2,0,1030.1,183,8,2
3/31/2022,8.2,15,1.3,0,1034.8,24,11,2
3/30/2022,9.9,12.7,7.2,2,1028.2,43,6,2
3/29/2022,11.8,18,5.6,0.9,1017.5,80,6,2
3/28/2022,9.4,18,0.8,0,1017.5,201,15,2
3/27/2022,10.5,20.6,0.4,0,1021.2,229,9,2
3/26/2022,10.5,20.6,0.4,0,1015.5,307,13,2
3/25/2022,8.3,14.2,2.5,0,1013,21,6,2
3/24/2022,5.7,12.5,-1.1,0.2,1010.6,47,6,2
3/23/2022,5.7,12.5,-1.1,0,1012.7,76,5,2
3/22/2022,6.2,12.9,-0.6,2,1022.7,140,8,2
3/21/2022,6,12.9,-0.9,0,1026.4,13,8,2
3/20/2022,2.8,10.8,-5.2,0,1021.5,264,7,2
3/19/2022,0.7,6.6,-5.2,0,1020.9,122,9,2
3/18/2022,1.1,3.4,-1.1,6.4,1016.3,200,5,2
3/17/2022,5.8,12.7,-1,1.3,1025.5,153,7,2
3/16/2022,9.2,15.7,2.8,0,1025.2,147,10,2
3/15/2022,11.8,20.8,2.8,0,1010.5,63,5,2
3/14/2022,12.3,20.8,3.9,0,1013.2,206,13,2
3/13/2022,8.6,13.2,3.9,0,1014.3,151,8,2
3/12/2022,9.3,13.2,5.5,2,1010.8,350,6,2
3/11/2022,12.1,19.3,4.8,1.2,1019.2,87,6,2
3/10/2022,10.8,19.3,2.4,0,1013.4,59,5,2
3/9/2022,9.2,17.4,1,0,1016.4,81,6,2
3/8/2022,8,18.1,-2.2,0,1016.7,23,3,2
3/7/2022,7.4,18.1,-3.3,0,1017.2,242,8,2
3/6/2022,4.3,11.9,-3.3,0,1020.6,123,7,2
3/5/2022,4.7,10.4,-1,0,1024.3,21,8,2
3/4/2022,6.3,11.7,1,0,1016.2,320,14,2
3/3/2022,7.1,16.6,-2.4,0,1012.1,64,5,2
3/2/2022,7.1,16.6,-2.4,0,1016,343,8,2
3/1/2022,8.2,13.9,2.5,0,1020.7,216,10,2
2/28/2022,7.2,16.2,-1.9,0,1018,344,13,2
2/27/2022,7.2,16.2,-1.9,0,1016.5,103,7,2
2/26/2022,5.2,14,-3.5,0,1020.9,250,8,2
2/25/2022,3.8,14,-6.4,0,1019,251,9,2
2/24/2022,1.4,11.2,-8.5,0,1026.6,170,5,2
2/23/2022,-0.7,7.2,-8.5,0,1033.3,324,5,2
2/22/2022,-1.1,4.9,-7.2,0,1036.9,2,6,2
2/21/2022,-2.6,4.9,-10.2,0,1034,337,11,2
2/20/2022,-2.8,4.7,-10.2,0,1030,312,9,2
2/19/2022,-1.7,4.1,-7.5,0,1033.9,339,11,2
2/18/2022,-2.5,4.1,-9.2,0,1033,343,10,2
2/17/2022,-5.1,0,-10.2,0,1032.2,187,7,2
2/16/2022,-5.2,0,-10.3,0,1032.6,12,6,2
2/15/2022,-6.5,-1.6,-11.3,0,1030.3,43,6,2
2/14/2022,-6.5,-1.6,-11.3,0,1030.9,357,13,2
2/13/2022,-2.2,1,-5.4,2.8,1027.6,67,6,2
2/12/2022,2.4,8.9,-4.2,0.2,1028.5,64,7,2
2/11/2022,1.9,10.3,-6.5,0,1027.8,80,9,2
2/10/2022,1.9,10.3,-6.5,0,1022.7,199,6,2
2/9/2022,0.3,8.6,-8,0,1023,40,4,2
2/8/2022,0.3,8.6,-8,0,1027.3,339,5,2
2/7/2022,-0.1,6.6,-6.7,0,1029.1,278,5,2
2/6/2022,-0.3,6.1,-6.7,0,1031.5,240,6,2
2/5/2022,-1.6,3.8,-6.9,0,1033.6,290,7,2
2/4/2022,-2.6,3.2,-8.5,0,1033.7,347,12,2
2/3/2022,-3.1,4.6,-10.8,0,1031,14,9,2
2/2/2022,-3.1,4.6,-10.8,0,1030.4,73,5,2
2/1/2022,-2.5,2.5,-7.5,0,1033.3,21,6,2
1/31/2022,-2,3.3,-7.3,0,1028.6,340,14,2
1/30/2022,-1.5,4.9,-7.9,0.8,1024.4,336,8,2
1/29/2022,-1.5,4.9,-7.9,0,1026.1,59,4,2
1/28/2022,-1.4,3.6,-6.3,0,1030.7,7,6,2
1/27/2022,-1.1,3.6,-5.7,0,1033.6,25,8,2
1/26/2022,1.4,6.1,-3.2,0,1031.8,30,8,2
1/25/2022,1.6,6.1,-2.8,0,1026.6,337,10,2
1/24/2022,-2.8,0.9,-6.4,0,1025.7,204,5,2
1/23/2022,-3.1,0.1,-6.4,0,1030.4,190,5,2
1/22/2022,-3.1,-1.3,-5,2,1029.7,43,4,2
1/21/2022,-3.5,-1.7,-5.4,2,1030.3,100,6,2
1/20/2022,-3.4,-1.3,-5.4,2,1034.2,179,6,2
1/19/2022,-2.8,2.7,-8.2,2,1034.3,161,8,2
1/18/2022,-1.6,6,-9.3,0,1026.6,52,5,2
1/17/2022,-1.6,6,-9.3,0,1030.2,160,7,2
1/16/2022,-2.7,3.6,-9,0,1030.7,236,4,2
1/15/2022,-2.1,3.6,-7.8,0,1028.2,13,12,2
1/14/2022,-2.3,3.9,-8.5,0,1020.4,37,3,2
1/13/2022,-2.3,3.9,-8.5,0,1027.5,198,6,2
1/12/2022,-2.8,2.8,-8.3,0,1028.4,345,8,2
1/11/2022,-3,2.4,-8.3,0,1027.3,72,6,2
1/10/2022,-0.1,2.4,-2.5,0,1029.1,11,9,2
1/9/2022,1.6,9.6,-6.4,0,1026.1,48,6,2
1/8/2022,1.6,9.6,-6.4,0,1026.3,24,8,2
1/7/2022,-0.5,6.5,-7.4,0,1028.4,226,4,2
1/6/2022,-0.5,6.5,-7.4,0,1034.3,61,5,2
1/5/2022,-1.6,3.9,-7.1,0,1031.4,13,3,2
1/4/2022,-0.8,6.5,-8.1,0,1031.3,45,4,2
1/3/2022,-0.8,6.5,-8.1,0,1028.7,47,4,2
1/2/2022,0.2,8.3,-7.8,0,1029.2,195,6,2
1/1/2022,0.6,8.3,-7.2,0,1029.8,4,9,2
12/31/2021,-0.2,6.8,-7.2,0,1030.1,51,4,2
12/30/2021,0.8,6.8,-5.2,0,1031.7,353,10,2
12/29/2021,-1.4,6.2,-9,0,1028.1,299,7,2
12/28/2021,-2,6.2,-10.3,0,1023.5,306,6,2
12/27/2021,-2.7,6.2,-11.6,0,1030.2,245,3,2
12/26/2021,-6.5,-1.4,-11.6,0,1038.7,225,7,2
12/25/2021,-7.1,-4.1,-10.1,0,1045.7,334,11,2
12/24/2021,-4.5,-1.2,-7.9,0,1042.3,22,14,2
12/23/2021,1.6,5.9,-2.7,0,1031.1,61,9,2
12/22/2021,3,8.1,-2.2,0.3,1026.5,160,5,2
12/21/2021,4.4,13.2,-4.4,0,1023,87,8,2
12/20/2021,4.2,13.2,-4.8,0,1015.1,291,5,2
12/19/2021,2,-4,7,0,1013,2,2,2
12/18/2021,,,,,,,,
12/17/2021,,,,,,,,
12/16/2021,,,,,,,,
12/15/2021,,,,,,,,
12/14/2021,-0.9,4.3,-6.1,2,1017.4,58,4,2
12/13/2021,-0.9,4.3,-6.1,0,1023.1,217,4,2
12/12/2021,5,11.6,-1.5,0,1035.8,314,8,2
12/11/2021,5.2,11.6,-1.1,0,1032.5,343,11,2
12/10/2021,4.3,9.8,-1.1,0,1029.5,87,4,2
12/9/2021,2.6,7.6,-2.4,0,1027.1,265,3,2
12/8/2021,4,10.3,-2.4,2.5,1029.9,130,4,2
12/7/2021,5,12.3,-2.3,0,1033.4,104,3,2
12/6/2021,5,12.3,-2.4,0,1032.9,12,6,2
12/5/2021,5.8,13.9,-2.4,0,1022.9,47,5,2
12/4/2021,6.1,13.9,-1.7,0,1026.2,63,5,2
12/3/2021,5.4,13.4,-2.6,0,1023.6,259,6,2
12/2/2021,5,13.4,-3.5,0,1018.3,275,8,2
12/1/2021,3.1,9.8,-3.5,0,1025.6,220,5,2
11/30/2021,3.3,7.5,-0.9,0,1029,291,13,2
11/29/2021,4.9,9.2,0.6,0.5,1026.3,354,10,2
11/28/2021,4.5,10.2,-1.3,0,1028.1,36,4,2
11/27/2021,6.2,13.7,-1.3,0,1032.2,47,4,2
11/26/2021,6.3,13.7,-1.1,0,1031.5,78,5,2
11/25/2021,5.1,13.7,-3.5,0,1022.8,262,3,2
11/24/2021,3.6,12.8,-5.5,0,1016.7,209,4,2
11/23/2021,1.7,8.9,-5.5,0,1019.9,180,5,2
11/22/2021,3.1,7.6,-1.3,0,1027,300,8,2
11/21/2021,6,8.9,3,0,1025.2,292,17,2
11/20/2021,7,10,4,0,1022.9,95,5,2
11/19/2021,5.3,10,0.7,0,1022.3,81,6,2
11/18/2021,7,13.2,0.7,0,1015.8,67,7,2
11/17/2021,6.8,13.2,0.3,0,1018.2,104,3,2
11/16/2021,6.1,11.9,0.3,0,1025.3,214,4,2
11/15/2021,8.8,16.9,0.8,0,1025.7,44,5,2
11/14/2021,9.3,18.4,0.2,0,1020.4,5,5,2
11/13/2021,9.1,18.4,-0.3,0,1016.3,7,6,2
11/12/2021,7.8,15.9,-0.3,0,1018.8,244,5,2
11/11/2021,7.8,14.7,1,0,1021.2,337,8,2
11/10/2021,7,14.7,-0.7,0,1017.8,329,11,2
11/9/2021,5.3,11.3,-0.7,0,1016.2,309,11,2
11/8/2021,2.2,7.4,-3,0,1021.8,300,9,2
11/7/2021,4.8,12.7,-3,4,1027.7,332,14,2
11/6/2021,6.7,12.7,0.6,15,1026.1,341,16,2
11/5/2021,10.7,14.5,6.8,0,1017.7,51,4,2
11/4/2021,10,14.5,5.5,0,1016.8,60,5,2
11/3/2021,9.1,12.6,5.5,0,1017,106,5,2
11/2/2021,9.9,13.1,6.8,0.2,1021.9,101,4,2
11/1/2021,11.8,17.6,6,0,1028.4,151,4,2
10/31/2021,13.3,20.1,6.5,0,1029,69,6,2
10/30/2021,13.2,20.1,6.4,0,1022.7,303,4,2
10/29/2021,12.9,19.6,6.3,0,1021.5,67,3,2
10/28/2021,13.8,21.3,6.3,0,1023.9,42,3,2
10/27/2021,15,22.5,7.5,0,1023.7,263,4,2
10/26/2021,14.2,22.5,5.9,0,1022.4,342,6,2
10/25/2021,10.8,18.3,3.3,0,1019.1,33,3,2
10/24/2021,10.3,18.2,2.5,0,1023.8,39,3,2
10/23/2021,10.4,18.3,2.5,0,1028.2,101,4,2
10/22/2021,10.5,19.6,1.4,0,1029.5,290,4,2
10/21/2021,10.2,19.6,0.8,0,1025.1,327,6,2
10/20/2021,7.6,14.4,0.8,0,1024.2,69,5,2
10/19/2021,10,17.1,2.9,0,1029.9,55,5,2
10/18/2021,8.4,17.1,-0.2,0,1023.7,43,8,2
10/17/2021,7.8,15.8,-0.2,0,1025.4,196,6,2
10/16/2021,13.4,20.1,6.7,0,1037.5,321,8,2
10/15/2021,15.8,20.1,11.6,0,1031,353,12,2
10/14/2021,15.4,20.5,10.4,2,1022.8,4,4,2
10/13/2021,12.5,20.5,4.5,2,1023.4,244,4,2
10/12/2021,12.4,20.3,4.5,0,1027.5,347,4,2
10/11/2021,12.6,19.8,5.3,0,1028.3,43,4,2
10/10/2021,14.3,18.7,10,0,1028.1,339,6,2
10/9/2021,14.7,20.8,8.5,2.4,1021.3,246,5,2
10/8/2021,13.7,20.8,6.5,4.9,1021.5,186,5,2
10/7/2021,13.1,19.7,6.5,0,1022,278,3,2
10/6/2021,12.8,15.6,10.1,11.1,1024.7,313,3,2
10/5/2021,15,18.6,11.4,12.9,1028.8,284,4,2
10/4/2021,17.1,22.1,12.1,12.9,1025.9,5,5,2
10/3/2021,19.7,22.1,17.3,4.3,1012.5,15,8,2
10/2/2021,19.7,23.9,15.5,2,1009.2,39,4,2
10/1/2021,19.7,23.9,15.5,2,1011.8,26,7,2
9/30/2021,22.7,28.6,16.8,0,1008.5,30,6,2
9/29/2021,22.7,28.6,16.8,0,1009.6,160,6,2
9/28/2021,22.3,28,16.6,0,1010.2,197,6,2
9/27/2021,22.3,28,16.6,0,1014.7,108,5,2
9/26/2021,21.3,23.9,18.7,6.5,1018.2,355,3,2
9/25/2021,21.3,24,18.6,2,1021,106,5,2
9/24/2021,22.9,27.9,17.9,10.2,1019.9,46,6,2
9/23/2021,21.4,29.2,13.6,8.3,1018.5,92,8,2
9/22/2021,21.4,29.2,13.6,0,1011.8,125,4,2
9/21/2021,20.9,27.5,14.2,0,1004.4,321,6,2
9/20/2021,19.2,22.3,16.2,6.6,1002,330,7,2
9/19/2021,20.4,24,16.9,42.9,1013.2,6,7,2
9/18/2021,22.1,27.2,16.9,0.1,1016.3,201,7,2
9/17/2021,22.1,27.2,17.1,0,1015.3,162,4,2
9/16/2021,22.9,25.7,20.2,0.2,1015.4,32,4,2
9/15/2021,23.1,25.9,20.2,0.5,1016.2,132,5,2
9/14/2021,24.6,29.4,19.8,0,1020,51,4,2
9/13/2021,24.6,29.4,19.8,0,1017.5,60,5,2
9/12/2021,26.1,31.1,21.1,13.7,1014.4,46,7,2
9/11/2021,24.7,31.1,18.3,2.4,1009.4,59,6,2
9/10/2021,23.7,29.1,18.3,0,1009,82,4,2
9/9/2021,23.3,28.6,18,2,1008.1,345,5,2
9/8/2021,21.6,28.6,14.7,14.7,1007.5,213,6,2
9/7/2021,21.1,27.5,14.7,2,1011,135,7,2
9/6/2021,21.3,24.5,18.1,2.8,1017.4,12,6,2
9/5/2021,22.6,24.7,20.4,26.5,1018,356,5,2
9/4/2021,25.6,30.8,20.4,3,1013.5,57,6,2
9/3/2021,24.9,30.8,18.9,1.3,1008.3,119,4,2
9/2/2021,23.9,29.8,17.9,0.1,1007.8,215,7,2
9/1/2021,23.5,29.1,17.9,0,1012.3,202,7,2
8/31/2021,23.8,28,19.5,2,1015.3,271,5,2
8/30/2021,24.1,28.6,19.5,2.9,1015.4,113,4,2
8/29/2021,23.5,28.6,18.4,0,1013.8,240,5,2
8/28/2021,24.2,30.5,18,0.3,1012.9,31,5,2
8/27/2021,24.2,30.5,18,0,1011.3,266,7,2
8/26/2021,23.7,30,17.4,0.1,1009.4,308,7,2
8/25/2021,23.1,28.7,17.4,0,1003.1,249,6,2
8/24/2021,24,30.4,17.6,0.9,999.1,300,7,2
8/23/2021,26.9,30.6,23.1,20.9,1002.3,161,10,2
8/22/2021,26.3,31.8,20.8,0,1002.9,188,8,2
8/21/2021,25.9,31.8,19.9,0,1004.2,195,8,2
8/20/2021,24.8,29.6,19.9,0,1006,53,5,2
8/19/2021,24.4,28.7,20.1,32.9,1008.3,332,5,2
8/18/2021,26.1,31,21.1,2.3,1010.2,184,6,2
8/17/2021,26.1,31,21.1,0,1012.8,40,5,2
8/16/2021,25.4,28.9,21.9,5.3,1013.1,53,5,2
8/15/2021,25.5,28.8,22.2,8.2,1012.7,122,5,2
8/14/2021,26.1,29.6,22.7,2.1,1010.5,173,5,2
8/13/2021,26.4,29.7,23.2,7.3,1009.3,129,7,2
8/12/2021,27.4,31,23.7,0,1011,174,6,2
8/11/2021,27.2,33.4,21,0,1010.6,80,6,2
8/10/2021,26.9,33.4,20.3,0,1005.7,128,6,2
8/9/2021,26,31.7,20.3,22.8,1003.6,140,7,2
8/8/2021,28.4,33.1,23.8,32.7,1005.1,219,7,2
8/7/2021,28.1,33.8,22.4,0,1004.8,190,5,2
8/6/2021,28.1,33.8,22.4,0,1002.9,59,5,2
8/5/2021,28.1,32,24.1,0,1002.9,67,7,2
8/4/2021,27.6,31.4,23.8,2,1003.2,179,8,2
8/3/2021,27.9,33,22.8,2.8,1005.4,179,8,2
8/2/2021,27.8,33,22.6,0,1004.5,65,7,2
8/1/2021,28.1,33.8,22.3,0,1000.8,350,8,2
7/31/2021,27.9,33.8,22,2,995.5,249,5,2
7/30/2021,26.1,30.2,22,0,995,0,7,2
7/29/2021,25.8,29.3,22.2,22.9,998.7,11,7,2
7/28/2021,26.9,29.3,24.5,0.4,1002.9,31,4,2
7/27/2021,28.8,32.6,24.9,0,1003.2,60,7,2
7/26/2021,29.9,33.7,26.2,2,1000.4,181,8,2
7/25/2021,29,33.7,24.3,2,1001.8,185,9,2
7/24/2021,27.4,32.9,22,0,1005.6,207,6,2
7/23/2021,27,32,22,0,1007.6,202,7,2
7/22/2021,26.4,28.7,24.1,2,1010,45,4,2
7/21/2021,28.1,31.8,24.3,2.3,1011.2,68,6,2
7/20/2021,27.8,31.8,23.7,0,1011.5,95,6,2
7/19/2021,26.9,30.2,23.7,0,1010.2,74,6,2
7/18/2021,27.1,29.7,24.5,12.3,1008.9,45,5,2
7/17/2021,27.6,30.7,24.5,1.4,1008.7,92,10,2
7/16/2021,28.8,32.2,25.4,9.2,1009.4,60,8,2
7/15/2021,28.7,32.4,25,0,1008.6,107,7,2
7/14/2021,27.8,32.4,23.1,0,1003.7,126,5,2
7/13/2021,26.5,31,22,1.6,997.5,61,7,2
7/12/2021,26.4,30.7,22,37.9,996.2,23,8,2
7/11/2021,28.2,31.9,24.6,82.3,1002.8,39,8,2
7/10/2021,27.7,32.9,22.5,0,1002.4,62,6,2
7/9/2021,28,33.9,22.1,0,1001.6,119,6,2
7/8/2021,28,33.9,22.1,2,1002.2,159,6,2
7/7/2021,26.6,32.8,20.5,0,1004.4,204,7,2
7/6/2021,26.6,32.6,20.5,0,1005.3,77,5,2
7/5/2021,28.1,34.2,22,29.6,1006.1,41,8,2
7/4/2021,27.1,34.2,19.9,0,1004.3,228,5,2
7/3/2021,23.6,30,17.2,0.3,1002.9,171,6,2
7/2/2021,24.1,30.9,17.2,26.8,1004.9,159,6,2
7/1/2021,25.1,30.9,19.2,14.6,1004.6,251,7,8
6/30/2021,26.1,30.5,21.7,3.1,1002.6,56,7,6
6/29/2021,27.9,32.2,23.7,0.5,1002,90,8,8
6/28/2021,27.4,33.3,21.4,0.1,1002.8,95,6,7
6/27/2021,26.1,33.3,19,2,1003.2,130,6,2
6/26/2021,23.6,28.2,19,0,1003,43,7,2
6/25/2021,23.9,28.1,19.7,11.2,1002.4,93,7,2
6/24/2021,23.5,27.3,19.7,10.1,1007.2,102,5,2
6/23/2021,26.4,32.9,20,3.3,1010.9,214,5,2
6/22/2021,28.6,35.9,21.3,0.5,1009.2,174,8,2
6/21/2021,28.1,37.2,19,0,1004.6,59,9,2
6/20/2021,27.1,37.2,16.9,0,999.2,216,7,2
6/19/2021,26.9,37,16.9,0,997.6,326,10,2
6/18/2021,26.9,34.1,19.8,0,999.4,269,9,2
6/17/2021,26.7,33.6,19.8,0,1002.4,292,10,2
6/16/2021,25.6,31.2,20.1,8.1,1004.6,200,5,2
6/15/2021,26.6,31.2,21.9,0,1003.4,102,7,2
6/14/2021,28.9,34.5,23.3,2,999.9,68,6,2
6/13/2021,28.9,36.4,21.5,0.4,1002.2,136,7,2
6/12/2021,27.4,36.6,18.1,0,1006.4,138,9,2
6/11/2021,27.4,36.6,18.1,0,1007.3,190,6,2
6/10/2021,25.8,32.6,19,0,1006.3,252,5,2
6/9/2021,23.9,29.7,18.1,1.1,1010.5,11,7,2
6/8/2021,23.9,29.7,18.1,0,1010.7,111,6,2
6/7/2021,25.9,33.6,18.1,2,1010.1,60,9,2
6/6/2021,25.1,34.9,15.2,2,1003.4,95,7,2
6/5/2021,25.1,34.9,15.2,0,997.9,291,8,2
6/4/2021,22.9,31,14.9,0,998.4,309,9,2
6/3/2021,21.8,28.7,14.9,0,1003,276,11,2
6/2/2021,20.4,28.8,11.9,0,1005.1,346,6,2
6/1/2021,20.4,28.8,11.9,0.4,1007.4,129,7,2
5/31/2021,21.6,28,15.1,1.6,1007.9,37,6,2
5/30/2021,21.8,28,15.6,0.2,1006.4,118,7,2
5/29/2021,23.7,29.5,17.9,1,1006.1,64,9,2
5/28/2021,21.3,29.5,13.1,0,1002.3,43,12,2
5/27/2021,20.6,28.1,13.1,1.4,998.5,298,10,2
5/26/2021,19.7,28.6,10.8,2,999.5,48,9,2
5/25/2021,19.7,28.6,10.8,0,999.6,129,11,2
5/24/2021,19.5,26.5,12.5,0,1007.5,248,8,2
5/23/2021,23.6,32.9,14.2,0,1010.3,299,9,2
5/22/2021,25.1,32.9,17.3,12.2,1005.4,237,10,2
5/21/2021,24,30.7,17.3,0,1004.4,233,7,2
5/20/2021,24.6,30.7,18.6,0,1005,192,9,2
5/19/2021,23.4,32.8,13.9,0,1004.4,196,12,2
5/18/2021,21.4,32.8,10,2,1004.6,201,10,2
5/17/2021,21,32,10,0,1007,214,7,2
5/16/2021,20.9,26.4,15.3,0,1010.7,250,8,2
5/15/2021,19.6,23.2,16.1,0.1,1011.3,3,12,2
5/14/2021,20,23.2,16.8,0.6,1006.1,82,7,2
5/13/2021,19.6,26.7,12.6,0,1009.2,71,5,2
5/12/2021,19.2,26.7,11.7,0,1009.2,78,9,2
5/11/2021,18.4,25,11.7,0,1010.4,129,7,2
5/10/2021,19.4,26.6,12.3,0,1012.1,120,9,2
5/9/2021,19.4,26.6,12.3,0,1007.6,87,9,2
5/8/2021,20.5,26.3,14.7,0,1005.3,327,9,2
5/7/2021,20.7,26.5,14.9,0,1000.3,240,15,2
5/6/2021,18.8,28.1,9.5,0,1001.1,297,16,2
5/5/2021,18.8,28.1,9.5,0,1005.7,205,14,2
5/4/2021,16.7,24,9.4,0,1011.5,281,12,2
5/3/2021,14.4,24,4.9,0,1009.1,215,9,2
5/2/2021,12.5,21.1,3.9,0,1015.8,208,10,2
5/1/2021,12.2,20.6,3.9,0,1015.5,359,11,2
4/30/2021,14.3,21.4,7.2,2,1008.2,17,6,2
4/29/2021,15.8,22.8,8.7,2,1003.8,356,10,2
4/28/2021,16.1,22.8,9.5,0,1008.8,240,7,2
4/27/2021,15.9,22.3,9.5,0,1014.9,296,12,2
4/26/2021,17.2,22.2,12.3,2,1014.3,176,8,2
4/25/2021,15.9,21.5,10.3,2,1022.3,173,7,2
4/24/2021,15.8,21.5,10,0,1025.4,144,5,2
4/23/2021,15.5,21,10,0,1021.4,67,8,2
4/22/2021,16.2,21.4,11.1,0.5,1015.5,50,7,2
4/21/2021,19.5,26.9,12.1,0.4,1016.3,114,7,2
4/20/2021,18.6,27.9,9.4,0,1015.8,182,10,2
4/19/2021,16.3,27.9,4.7,0,1011.2,189,7,2
4/18/2021,14.9,25.2,4.7,0,1012.9,205,10,2
