Date,Ave.T,Max.T,Min.T,Prec(mm),Press(Hpa),Wind dir,Wind sp (km/h),Cloud.c
7/13/2022,30.9,34.7,27,0,1005.6,0,4,2
7/12/2022,30.7,34.3,27.1,0,1006.9,360,6,2
7/11/2022,30.9,34.3,27.4,0,1007.7,360,6,2
7/10/2022,30.6,33.6,27.7,0,1006.7,360,5,2
7/9/2022,30.3,34.3,26.3,0,1006.1,360,6,2
7/8/2022,30.3,34.3,26.3,0,1007,360,5,2
7/7/2022,29.1,31.7,26.5,2.8,1007.8,360,4,2
7/6/2022,28.4,30.7,26.1,2.4,1006.1,360,5,2
7/5/2022,27.6,29,26.1,32.2,1004.8,360,9,2
7/4/2022,28.1,29.7,26.5,2.3,1002.6,360,12,2
7/3/2022,27.4,29.7,25.2,3.2,1001.5,21,8,2
7/2/2022,28.1,31,25.2,71,999.8,48,10,2
7/1/2022,28.1,31,25.3,13.1,999.1,55,11,2
6/30/2022,29.4,33.4,25.5,12.4,1003.1,34,6,2
6/29/2022,30.4,34,26.9,5.2,1002.9,48,7,2
6/28/2022,30.4,34,26.7,0,1004.3,29,5,2
6/27/2022,29.2,32.4,26,0,1007.8,31,6,2
6/26/2022,29.2,32.4,26,2.1,1009.5,29,7,2
6/25/2022,29.8,32.9,26.6,6.4,1008.1,30,8,2
6/24/2022,29.8,32.9,26.6,0,1008.2,26,6,2
6/23/2022,29.8,32.6,26.9,0,1010.2,27,7,2
6/22/2022,29.6,32,27.1,0,1010.4,23,6,2
6/21/2022,28.6,30.2,27,0,1006.9,18,7,2
6/20/2022,28.6,30.2,27,0.1,1004.7,23,8,2
6/19/2022,28.8,30.6,26.9,2.1,1005.8,19,8,2
6/18/2022,28.8,30.6,26.9,1.7,1006.7,18,6,2
6/17/2022,27.1,30.4,23.7,0,1007.2,20,12,2
6/16/2022,27,30.4,23.6,0,1008.5,24,10,2
6/15/2022,27.2,30.4,24.1,15,1009.4,28,6,2
6/14/2022,27.3,29.6,25,9.2,1007.9,35,5,2
6/13/2022,27.3,29.9,24.7,0,1006.3,17,17,2
6/12/2022,26.9,29.9,24,0,1007,13,14,2
6/11/2022,26.6,29.1,24,57.7,1007,98,4,2
6/10/2022,27.2,29.9,24.6,10.2,1005.6,21,4,2
6/9/2022,26.3,28.8,23.8,4.3,1005.5,12,7,2
6/8/2022,26.6,29.5,23.8,74.9,1005.7,29,5,2
6/7/2022,27.3,30.7,23.9,5.5,1005.3,4,6,2
6/6/2022,28.4,31,25.9,44.5,1003.7,332,9,2
6/5/2022,29.2,31.2,27.3,0,1004.3,323,14,2
6/4/2022,28.8,31.2,26.4,0.1,1005.7,353,10,2
6/3/2022,28.5,30.9,26.1,1.2,1005.7,8,6,2
6/2/2022,28.6,31.2,26.1,1.7,1006.2,190,6,2
6/1/2022,28.6,31.2,26,2,1006.9,2,5,2
5/31/2022,29.1,32.1,26,4.2,1007.2,150,4,2
5/30/2022,29.1,32.1,26.1,2.2,1006.1,180,3,2
5/29/2022,28.7,31.7,25.7,0,1005.7,165,7,2
5/28/2022,27.8,31.1,24.5,0.8,1005.6,174,6,2
5/27/2022,27.6,30.7,24.5,46.5,1004.7,121,3,2
5/26/2022,27.5,30.7,24.3,2,1003.9,143,3,2
5/25/2022,27.1,30.1,24.1,7.5,1006.8,68,4,2
5/24/2022,26.1,28.5,23.6,0,1009,106,5,2
5/23/2022,26,28.4,23.6,0,1008.1,84,7,2
5/22/2022,27.3,31,23.6,0,1007,96,8,2
5/21/2022,27.3,31,23.6,0,1007.5,147,6,2
5/20/2022,26.6,30.5,22.8,0,1008.5,210,7,2
5/19/2022,24.9,30.2,19.7,0,1011.4,144,6,2
5/18/2022,23.9,29.5,18.3,0,1013.6,84,5,2
5/17/2022,22.4,27.1,17.8,0,1013.8,77,7,2
5/16/2022,21.2,24.7,17.8,2.4,1013.4,20,9,2
5/15/2022,23.9,26.2,21.5,7.5,1010.7,33,8,2
5/14/2022,24.6,26.6,22.6,20.1,1007.8,64,7,2
5/13/2022,25,26.6,23.4,56.7,1005.6,344,5,2
5/12/2022,24.4,25.4,23.4,69.8,1005.9,238,4,2
5/11/2022,25.9,28.1,23.6,103.3,1007.4,211,5,2
5/10/2022,26.1,29.4,22.9,20.2,1008.8,92,3,2
5/9/2022,25.7,29.4,22,0,1011.6,78,6,2
5/8/2022,25.9,29.7,22,0.1,1013.2,47,4,2
5/7/2022,25.9,29.8,22,2.2,1013.2,96,4,2
5/6/2022,25.6,29.8,21.3,0,1012.3,87,7,2
5/5/2022,24.6,29.5,19.6,0,1012.3,133,5,2
5/4/2022,23,29,17,0,1013.9,63,5,2
5/3/2022,21.1,26.9,15.3,0,1015.8,57,6,2
5/2/2022,17.4,19.6,15.3,2,1015.6,23,9,2
5/1/2022,22.4,28.5,16.3,59.7,1013.9,26,14,2
4/30/2022,28.4,32.2,24.5,3.2,1012.1,85,8,2
4/29/2022,28.9,32.9,24.9,0,1011,172,5,2
4/28/2022,28.9,32.9,25,0,1010.7,140,5,2
4/27/2022,28.1,31.4,24.9,0,1009.6,185,6,2
4/26/2022,27.8,30.8,24.8,0,1008.4,179,5,2
4/25/2022,27.3,30.8,23.8,0,1008.2,176,8,2
4/24/2022,26.8,29.9,23.6,1.7,1009.1,166,5,2
4/23/2022,25.9,29.9,22,0,1010.3,186,5,2
4/22/2022,24.8,29.5,20,0.2,1011.8,131,4,2
4/21/2022,23.6,29.2,18.1,0,1012.9,170,5,2
4/20/2022,21.6,26.4,16.7,0,1014.7,64,4,2
4/19/2022,19.5,22.3,16.7,1.3,1017.8,17,7,2
4/18/2022,21.6,23.8,19.4,0.5,1017.3,32,7,2
4/17/2022,21.8,24,19.5,0,1016,73,4,2
4/16/2022,24.2,27.6,20.8,0,1014,91,8,2
4/15/2022,25.3,29.8,20.8,0,1012.4,92,9,2
4/14/2022,25.3,29.8,20.8,0,1009.4,38,8,2
4/13/2022,25.5,29.2,21.8,2,1007.2,256,6,2
4/12/2022,25.4,29.8,21.1,0,1008.2,190,5,2
4/11/2022,24.1,29.8,18.5,0,1010.5,139,6,2
4/10/2022,23.9,29.2,18.5,0,1012.1,51,5,2
4/9/2022,24.1,29.5,18.8,0,1013.1,107,7,2
4/8/2022,24.1,29.5,18.8,0,1015.2,92,7,2
4/7/2022,22.8,27.8,17.7,0,1016.5,113,6,2
4/6/2022,21.8,27.8,15.7,0,1017.2,92,5,2
4/5/2022,20.6,26.4,14.7,0,1019.4,46,6,2
4/4/2022,19.4,25.4,13.3,0,1022.1,74,7,2
4/3/2022,18.6,24.5,12.7,0,1022.2,54,7,2
4/2/2022,17.6,22.5,12.8,2.3,1023.8,10,10,2
4/1/2022,23.6,30.2,16.9,0.9,1022,16,12,2
3/31/2022,24.6,30.2,19.1,0,1016.7,74,6,2
3/30/2022,21.7,27.5,15.9,0,1016,77,5,2
3/29/2022,17.6,20.4,14.7,0.1,1016.9,27,3,2
3/28/2022,19.4,24.1,14.7,3.9,1018.5,23,6,2
3/27/2022,23.6,26.9,20.4,54.1,1015.1,22,9,2
3/26/2022,22.8,26.9,18.6,0.2,1010.9,234,9,2
3/25/2022,19.8,25.7,13.9,0.5,1009.9,209,8,2
3/24/2022,17.3,20.7,13.9,1.6,1013.1,70,7,2
3/23/2022,21.8,29.2,14.4,37.7,1015.9,29,7,2
3/22/2022,25.1,29.2,20.9,11.5,1012.4,145,6,2
3/21/2022,23.9,27.6,20.1,0,1012.5,68,4,2
3/20/2022,24.6,29.2,20.1,2.2,1012.8,76,6,2
3/19/2022,25.4,29.2,21.7,0,1010,111,5,2
3/18/2022,25.2,28.9,21.5,0,1009.2,194,4,2
3/17/2022,24.6,28.1,21,0,1009,201,4,2
3/16/2022,24.2,28.2,20.2,1.1,1010.8,82,5,2
3/15/2022,24.6,29.1,20.2,0,1010.8,127,8,2
3/14/2022,24.4,29.1,19.6,0,1011.4,30,3,2
3/13/2022,23.2,28.2,18.2,0,1012.4,129,5,2
3/12/2022,22.6,28.2,17.1,0.2,1013.3,93,5,2
3/11/2022,21.6,26.9,16.4,0,1013.7,73,4,2
3/10/2022,19.9,26.6,13.2,0,1015.1,68,6,2
3/9/2022,19.2,25.2,13.2,0,1016.7,51,6,2
3/8/2022,18.9,23.9,13.9,0,1018,82,8,2
3/7/2022,20.2,23.9,16.5,0,1017.9,11,10,2
3/6/2022,22,26.1,17.9,4.2,1015.8,99,7,2
3/5/2022,22.1,27.2,16.9,0,1013.9,149,8,2
3/4/2022,22.1,27.2,16.9,0,1013.8,203,5,2
3/3/2022,22.6,27.6,17.7,0,1016.5,71,5,2
3/2/2022,22.7,27.6,17.8,0,1017.1,108,5,2
3/1/2022,21.4,27.4,15.5,0,1017,233,3,2
2/28/2022,19.3,25.3,13.3,0,1017.9,67,5,2
2/27/2022,17.8,23.3,12.2,0,1019.3,81,5,2
2/26/2022,16.6,22.4,10.8,0,1021.3,193,3,2
2/25/2022,13.9,19.7,8.1,0,1024,351,5,2
2/24/2022,11.2,15,7.3,0,1026.6,10,5,2
2/23/2022,10.8,14.2,7.3,0,1025.9,9,12,2
2/22/2022,8.3,10.6,6.1,25,1023.6,3,7,2
2/21/2022,7.2,8.3,6.1,33.1,1023.2,21,9,2
2/20/2022,8.5,10.5,6.5,52.3,1022.6,23,12,2
2/19/2022,14.2,19.9,8.6,59.1,1019.1,22,13,2
2/18/2022,17.1,19.9,14.4,1.5,1015.5,72,8,2
2/17/2022,17.1,19.9,14.4,2,1015,86,8,2
2/16/2022,17.9,21.4,14.3,2.1,1015.2,98,7,2
2/15/2022,16.9,21.6,12.1,0,1017.4,133,5,2
2/14/2022,16.9,21.6,12.1,0,1018.1,65,7,2
2/13/2022,19.8,25,14.5,1.5,1016,6,9,2
2/12/2022,20.1,25,15.3,0.1,1015.5,246,5,2
2/11/2022,18.9,24.3,13.4,0,1016.8,54,4,2
2/10/2022,15.3,18.5,12.1,0,1017.5,61,6,2
2/9/2022,14.6,17,12.1,0,1019.4,0,7,2
2/8/2022,15.2,17.2,13.3,0,1019.7,10,7,2
2/7/2022,15.8,19.2,12.3,1.2,1017,38,7,2
2/6/2022,14.7,19.2,10.2,0,1020.6,69,6,2
2/5/2022,13.2,16.6,9.8,0,1024.1,25,10,2
2/4/2022,12.6,16.1,9.1,0,1023.1,19,11,2
2/3/2022,11.6,14,9.1,0.1,1020.5,10,9,2
2/2/2022,11.8,14,9.5,5.1,1019.7,25,6,2
2/1/2022,11,12.5,9.5,6.5,1019.5,19,8,2
1/31/2022,13.8,17.7,10,2.1,1020.2,22,10,2
1/30/2022,16.2,21.4,11,0,1018.8,20,12,2
1/29/2022,18.9,21.5,16.2,0,1015.1,20,8,2
1/28/2022,21.1,24.8,17.4,0,1016,83,4,2
1/27/2022,21.1,24.8,17.4,0.2,1016.7,106,2,2
1/26/2022,19.6,22.4,16.9,6.5,1017,56,4,2
1/25/2022,19.9,23,16.9,0,1017.2,46,4,2
1/24/2022,20.3,23.6,17,0.1,1014.9,80,4,2
1/23/2022,20.3,23.6,17,3.2,1013.2,117,2,2
1/22/2022,18.5,22.4,14.6,1.4,1013.8,63,4,2
1/21/2022,17.6,22.4,12.7,0,1016.7,52,4,2
1/20/2022,17.6,22.4,12.7,0,1018.5,75,4,2
1/19/2022,16.7,20.5,12.9,0,1019.3,16,6,2
1/18/2022,17.2,19.7,14.8,0,1021.1,3,7,2
1/17/2022,19.8,23.8,15.7,0,1021.1,35,4,2
1/16/2022,19.6,23.8,15.4,0,1020.3,76,5,2
1/15/2022,17.8,23.1,12.5,0,1020.3,65,4,2
1/14/2022,15.4,18.4,12.5,0,1020.5,61,5,2
1/13/2022,14.8,18.4,11.3,0.1,1021.9,16,8,2
1/12/2022,14.2,17.1,11.3,0,1021.6,39,5,2
1/11/2022,16.4,20.9,12,0.1,1021.3,12,11,2
1/10/2022,17.7,21.3,14.1,3,1018.4,358,5,2
1/9/2022,17.6,21.3,14,0,1018.1,28,6,2
1/8/2022,17.9,21.8,14,0,1020.1,41,5,2
1/7/2022,19.9,23.7,16.1,0,1021.7,35,6,2
1/6/2022,21.1,25.5,16.8,0,1020.3,51,7,2
1/5/2022,20.3,25.5,15.1,0,1017.4,52,5,2
1/4/2022,19.9,24.8,14.9,0,1019,49,5,2
1/3/2022,18.6,23.5,13.8,0,1020.7,59,4,2
1/2/2022,18.4,23,13.8,0,1022.4,61,5,2
1/1/2022,17.9,21.1,14.8,0,1024.1,112,3,2
