Date,Ave.T,Max.T,Min.T,Prec(mm),Press(Hpa),Wind dir,Wind sp (km/h),Cloud.c
7/17/2022,31.2,37,25.5,18.7,998.9,227,8,2
7/16/2022,30.9,36.3,25.5,7.3,1001.4,341,7,2
7/15/2022,33.2,39.6,26.8,9.6,1000.5,355,6,2
7/14/2022,34.8,39.7,29.9,0,1001.6,220,7,2
7/13/2022,34,39.7,28.4,0,1002.4,203,5,2
7/12/2022,32.5,39.3,25.8,0,1003.7,161,9,2
7/11/2022,32.2,38.6,25.8,0,1005.3,158,6,2
7/10/2022,33.5,38.6,28.5,35.8,1002.8,149,7,2
7/9/2022,33.4,37.8,29,5.6,1003.1,83,6,2
7/8/2022,33.4,37.8,29,0,1003.7,257,8,2
7/7/2022,33,37.2,28.9,0,1005,212,6,2
7/6/2022,31.9,36.8,26.9,0,1002.1,201,13,2
7/5/2022,30.5,34.8,26.2,0,1000.6,122,12,2
7/4/2022,29.4,32.6,26.1,0,1003.1,104,10,2
7/3/2022,29,32.2,25.8,0,1004.4,95,9,2
7/2/2022,29.2,32.7,25.8,0,1008.2,121,9,2
7/1/2022,29.9,33.4,26.5,0,1010,146,14,2
6/30/2022,28.9,33.4,24.3,0.8,1008.1,164,12,2
6/29/2022,29.7,35.1,24.3,25.5,1004.1,177,11,2
6/28/2022,32.4,36.4,28.4,0,1001.1,178,14,2
6/27/2022,32.2,36.4,28,0,1003,174,16,2
6/26/2022,30.4,36.1,24.8,0,1005.4,174,13,2
6/25/2022,29.6,34.9,24.3,0,1004.7,187,13,2
6/24/2022,30.3,36.3,24.3,0.4,1004,233,8,2
6/23/2022,30.6,36.3,25,26.5,1002.8,231,14,2
6/22/2022,29.8,34.8,24.7,0,1004.7,216,12,2
6/21/2022,27.6,30.5,24.7,0,1004.4,113,8,2
6/20/2022,27.4,30.5,24.4,0,1001.8,68,9,2
6/19/2022,26.6,30.7,22.5,3.2,1003.2,105,6,2
6/18/2022,28.1,33.8,22.5,0,1004.3,92,8,2
6/17/2022,27.8,34,21.6,0,1005.1,130,9,2
6/16/2022,27.3,34,20.6,0,1006.3,167,8,2
6/15/2022,26.4,32.9,19.9,0,1008,139,8,2
6/14/2022,24.9,30.6,19.3,0,1005.9,247,7,2
6/13/2022,21.7,24.1,19.3,3.3,1005.2,61,4,2
6/12/2022,23.4,26.5,20.2,9.6,1008.6,129,6,2
6/11/2022,22.9,26.5,19.4,0,1011.8,81,9,2
6/10/2022,24.1,28.7,19.4,1,1010.1,127,7,2
6/9/2022,23.6,29.2,17.9,0,1009.5,125,11,2
6/8/2022,23.6,29.2,17.9,0,1009.3,112,11,2
6/7/2022,26.6,32,21.1,0,1008.8,32,8,2
6/6/2022,26.6,32,21.1,0.2,1002.6,248,8,2
6/5/2022,26.1,29.7,22.5,14.2,999.3,315,8,2
6/4/2022,25.8,29.7,21.8,25,1001.2,136,6,2
6/3/2022,25.4,29.1,21.8,0,1006,121,10,2
6/2/2022,26.1,29.8,22.4,0,1006.1,113,10,2
6/1/2022,21.9,29.8,14.1,0,1004.9,177,6,2
5/31/2022,22.1,30,14.1,0,1007.6,142,11,2
5/30/2022,24.9,30,19.7,0,1007.5,21,8,2
5/29/2022,23.1,26.7,19.6,0.1,1001.8,223,7,2
5/28/2022,22.4,28.3,16.5,2.9,1004.7,163,12,2
5/27/2022,22.4,28.3,16.5,0,1006,125,7,2
5/26/2022,20.4,25.4,15.4,2,1007.4,77,4,2
5/25/2022,20.4,25.4,15.4,3.3,1009.8,98,5,2
5/24/2022,22.5,27,18,1,1012.9,115,8,2
5/23/2022,22.2,28.5,15.9,0,1013.1,140,15,2
5/22/2022,22.2,28.5,15.9,0,1010,139,10,2
5/21/2022,21.6,26.1,17.2,0,1011.1,82,5,2
5/20/2022,20.4,23.6,17.2,0.1,1011.6,77,5,2
5/19/2022,21.8,28.5,15,1.8,1015,122,8,2
5/18/2022,21.6,28.7,14.6,0,1018,155,10,2
5/17/2022,21.1,28.7,13.6,0,1015.8,178,11,2
5/16/2022,19.7,25.8,13.6,0,1014.5,220,9,2
5/15/2022,19,23.2,14.8,0,1016.6,317,3,2
5/14/2022,18.1,21.7,14.5,0.1,1017.6,39,8,2
5/13/2022,16.5,18.5,14.5,3.3,1012.8,18,10,2
5/12/2022,19.6,22.7,16.5,22.9,1010.9,50,8,2
5/11/2022,19.6,22.7,16.5,0.8,1013.3,53,9,2
5/10/2022,18.5,21.7,15.3,3.1,1013,105,7,2
5/9/2022,18.9,22.6,15.3,0,1016.5,75,9,2
5/8/2022,19.9,23.6,16.1,0,1017.4,72,10,2
5/7/2022,22.6,29,16.3,0,1018.3,58,10,2
5/6/2022,20.4,29,11.9,0,1013.6,106,8,2
5/5/2022,19.8,27.7,11.9,0,1014.4,136,9,2
5/4/2022,20,27.4,12.6,0,1017.2,127,9,2
5/3/2022,18.2,26.5,10,0,1019.2,151,6,2
5/2/2022,17.4,24.8,10,0,1018.1,259,6,2
5/1/2022,15.2,20.2,10.3,0,1018.4,284,8,2
4/30/2022,13.2,16.1,10.3,0,1019.9,23,8,2
4/29/2022,15.9,19.7,12.2,0,1019.9,35,9,2
4/28/2022,18.4,21.5,15.2,16.4,1013.4,51,13,2
4/27/2022,18.7,21.5,15.9,0,1016.6,61,13,2
4/26/2022,22.2,27.6,16.8,0.2,1009.4,21,9,2
4/25/2022,22.2,27.6,16.8,4.9,1003.2,191,10,2
4/24/2022,20.1,22.9,17.4,0,1010.1,115,9,2
4/23/2022,22.9,30.1,15.7,8.2,1010.8,68,4,2
4/22/2022,22.6,30.1,15.2,2.9,1010.5,180,8,2
4/21/2022,18.1,26.2,10.1,0,1011.1,186,9,2
4/20/2022,17.1,25,9.2,2.3,1013.9,154,11,2
4/19/2022,15.7,22.2,9.2,0,1018.5,131,7,2
4/18/2022,13,19.8,6.2,0,1019.3,95,4,2
4/17/2022,12.3,18.5,6.2,0,1020.2,107,9,2
4/16/2022,14.4,17.4,11.5,0,1021.4,59,7,2
4/15/2022,14.4,17.4,11.5,0,1021.7,21,12,2
4/14/2022,14.1,15.2,12.9,1.8,1017.2,355,11,2
4/13/2022,22.8,32.6,12.9,118.2,1009.8,6,14,2
4/12/2022,24.1,32.6,15.6,0.1,1008.9,46,10,2
4/11/2022,23.8,32,15.6,0,1009.5,111,6,2
4/10/2022,21.7,29.5,13.9,0,1011.3,153,10,2
4/9/2022,20.6,29.5,11.7,0,1013,173,12,2
4/8/2022,19.1,28,10.2,0,1016.5,158,12,2
4/7/2022,16.6,26.4,6.9,0,1019.1,91,6,2
4/6/2022,15.4,23.9,6.9,0,1020.2,98,5,2
4/5/2022,11.2,17.8,4.5,0,1021.2,155,5,2
4/4/2022,10.5,17.8,3.2,0,1026.6,116,9,2
4/3/2022,9.5,15.8,3.2,0,1029.5,77,7,2
4/2/2022,11.1,15.1,7.1,0,1029.5,38,6,2
4/1/2022,10.9,13.4,8.4,0,1031.5,12,10,2
3/31/2022,17.4,24.7,10,1.1,1029.4,9,13,2
3/30/2022,14.5,24.7,4.3,0,1020.4,19,10,2
3/29/2022,12.3,20.3,4.3,0,1020,130,10,2
3/28/2022,14.2,18.8,9.7,0,1025.5,92,8,2
3/27/2022,14.4,18.8,10,0,1022.3,9,11,2
3/26/2022,16.2,19.5,12.9,0,1016.7,297,11,2
3/25/2022,11.7,19.5,3.8,19.8,1006.5,212,17,2
3/24/2022,11.3,18.8,3.8,5.4,1015.2,151,15,2
3/23/2022,10.9,14.3,7.5,0,1020.3,78,7,2
3/22/2022,8.9,10.9,7,0,1023.5,31,10,2
3/21/2022,7.7,8.7,6.7,51.6,1021.1,53,16,2
3/20/2022,9.2,11.6,6.7,30.6,1021.1,59,13,2
3/19/2022,9.5,12,7,0,1017.8,22,9,2
3/18/2022,11.8,16.6,7,0,1013.2,272,9,2
3/17/2022,18.9,27.2,10.6,10.8,1009.8,339,16,2
3/16/2022,18.1,27.2,9,3.1,1011.1,75,9,2
3/15/2022,19.1,29.3,9,0,1013.1,111,5,2
3/14/2022,21.4,29.3,13.6,0,1015.1,29,10,2
3/13/2022,19.7,27.6,11.8,0.7,1011.7,57,8,2
3/12/2022,19.1,26.7,11.5,0,1011.6,160,14,2
3/11/2022,18.1,24.7,11.5,0,1015.4,65,6,2
3/10/2022,13.5,21.3,5.7,0,1015.2,150,9,2
3/9/2022,12.5,20.1,4.9,0,1019.8,115,13,2
3/8/2022,12.5,20.1,4.9,0,1019.4,161,7,2
3/7/2022,10.8,14.9,6.8,0,1021.9,284,5,2
3/6/2022,10.7,14.5,6.8,0,1024.2,78,9,2
3/5/2022,13.9,19.7,8.2,0,1022.7,50,10,2
3/4/2022,12.8,20.2,5.3,0,1014.9,217,9,2
3/3/2022,11.8,20.2,3.5,1.3,1017.2,166,8,2
3/2/2022,11.2,18.8,3.5,0,1021.7,162,6,2
3/1/2022,14.7,21.9,7.5,0,1021.7,7,9,2
2/28/2022,12.8,21.9,3.6,1,1016.4,207,9,2
2/27/2022,9.7,17.2,2.1,0,1023.1,108,10,2
2/26/2022,7.4,17.2,-2.4,0,1023.5,266,9,2
2/25/2022,5.2,13.4,-3,0,1027.4,143,9,2
2/24/2022,2.9,8.7,-3,0,1033,56,5,2
2/23/2022,4,8.9,-1,0,1035.1,29,9,2
2/22/2022,2.9,8.9,-3.1,0,1034.1,47,7,2
2/21/2022,2.5,8.2,-3.1,0,1032.6,100,6,2
2/20/2022,3.2,6.5,0,0,1033.3,18,7,2
2/19/2022,4.8,7.1,2.6,0,1030.3,351,15,2
2/18/2022,4.8,7.1,2.4,4.7,1026.4,30,11,2
2/17/2022,5,7.5,2.4,0.7,1028.4,59,13,2
2/16/2022,5.5,7.5,3.5,0,1027,54,13,2
2/15/2022,6.5,12.3,0.7,0,1025.9,65,8,2
2/14/2022,6.5,12.3,0.7,0,1024.9,6,8,2
2/13/2022,7.5,8.9,6.2,0.3,1022.4,15,6,2
2/12/2022,6.5,8.9,4,0,1022.4,30,6,2
2/11/2022,6.7,9.3,4,3.2,1024.4,60,10,2
2/10/2022,6.3,9.3,3.3,0,1025.4,52,8,2
2/9/2022,5.4,7.5,3.3,3.3,1025.4,50,5,2
2/8/2022,5.5,7.5,3.4,0,1028.7,39,8,2
2/7/2022,3.9,6.3,1.4,21.1,1026.1,54,10,2
2/6/2022,3,6.5,-0.6,0.8,1031,49,8,2
2/5/2022,4.2,9,-0.6,0,1033.2,7,11,2
2/4/2022,5.7,9,2.3,0,1029.5,334,6,2
2/3/2022,5,7.2,2.8,1.4,1027.8,32,7,2
2/2/2022,5.7,8.4,2.9,3.9,1029.4,38,8,2
2/1/2022,3.4,9.5,-2.8,0,1030.7,31,9,2
1/31/2022,3.4,9.5,-2.8,0,1028,272,5,2
1/30/2022,4.4,6.7,2.1,0,1026.9,289,7,2
1/29/2022,4.3,6.1,2.6,1.6,1023.9,353,10,2
1/28/2022,5.5,7.5,3.5,7.8,1026.9,20,10,2
1/27/2022,6.5,8.3,4.8,2.5,1027.3,24,11,2
1/26/2022,6.5,8.3,4.8,21.8,1024.5,53,11,2
1/25/2022,6.5,8.3,4.8,1.2,1024.7,34,6,2
1/24/2022,8.1,10.8,5.4,0,1023.5,6,9,2
1/23/2022,8.8,10.8,6.7,12.5,1019.3,26,12,2
1/22/2022,7.5,10.6,4.4,12.8,1019.1,56,6,2
1/21/2022,6.8,9.2,4.3,0.7,1026.4,67,10,2
1/20/2022,7.3,13.2,1.5,0,1029.7,49,9,2
1/19/2022,7.3,13.2,1.5,0,1025.8,55,8,2
1/18/2022,7.2,10.5,4,0,1026.4,91,7,2
1/17/2022,6.5,10.5,2.5,0,1029.5,64,8,2
1/16/2022,6.7,10.8,2.5,0,1028.9,57,7,2
1/15/2022,5.3,10.8,-0.2,0,1025.3,265,5,2
1/14/2022,3.6,7.8,-0.5,0,1025.3,171,7,2
1/13/2022,2.6,8.3,-3.1,0,1029.3,332,11,2
1/12/2022,2.6,8.3,-3.1,0,1025,259,5,2
1/11/2022,5.2,7.8,2.5,0,1028.4,3,9,2
1/10/2022,5.8,8.2,3.4,0,1023.6,301,10,2
1/9/2022,5.5,8.1,3,0,1024.1,308,4,2
1/8/2022,6.8,10.7,3,0,1026.4,43,6,2
1/7/2022,8.1,10.7,5.4,0,1029.8,36,7,2
1/6/2022,7.8,9,6.6,0,1031.7,10,9,2
1/5/2022,6.8,12,1.5,12.5,1024.6,30,13,2
1/4/2022,7.2,14.4,0.1,0.3,1024.9,78,12,2
1/3/2022,7.2,14.4,0.1,0,1026,65,3,2
1/2/2022,7.3,11.9,2.7,0,1028.5,6,5,2
1/1/2022,4.6,11.9,-2.7,0,1028.5,222,6,2
