Date,Ave.T,Max.T,Min.T,Prec(mm),Press(Hpa),Wind dir,Wind sp (km/h),Cloud.c
4/14/2022,13.8,18.2,9.5,0,1019.9,2,12,8
4/13/2022,21.2,32,10.4,19.3,1013.6,3,14,7
4/12/2022,25.1,33,17.2,7.9,1009.9,35,14,7
4/11/2022,25.1,33,17.2,0,1008.5,151,5,1
4/10/2022,22.8,30.8,14.7,0,1009.6,135,8,2
4/9/2022,22.4,30.3,14.5,0,1010.8,132,10,4
4/8/2022,21.4,30.3,12.4,0,1014.5,140,8,0
4/7/2022,18.9,27.5,10.2,0,1018.4,131,5,1
4/6/2022,17.9,25.7,10.2,0,1019.6,148,5,1
4/5/2022,15.6,22.8,8.3,0,1020.6,133,5,4
4/4/2022,13.3,19.4,7.2,0,1025.1,110,9,6
4/3/2022,12,18.3,5.7,0,1028.4,120,9,1
4/2/2022,11.7,17.6,5.7,0,1029.2,120,7,0
4/1/2022,10.2,14.1,6.3,0,1032.6,24,9,5
3/31/2022,16.8,22.7,10.8,0.2,1031.2,25,9,7
3/30/2022,15.6,22.7,8.5,0,1021.5,30,10,6
3/29/2022,14.8,21.8,7.8,0,1018.1,114,10,3
3/28/2022,13.6,19.3,7.8,0,1023.7,115,15,2
3/27/2022,14.8,19.3,10.4,0,1022.6,55,11,7
3/26/2022,14.6,17.6,11.5,0,1018.2,0,8,7
3/25/2022,12.7,19.3,6,11.1,1007.4,273,12,8
3/24/2022,12.4,19.3,5.6,26.8,1011.9,129,15,5
3/23/2022,10.1,14.7,5.4,0,1019.5,143,7,1
3/22/2022,8,10.6,5.4,0.1,1024.3,80,10,8
3/21/2022,6,7.2,4.9,36.9,1021.8,71,15,8
3/20/2022,9,13.1,4.9,27.6,1021.3,69,12,8
3/19/2022,8.9,13.1,4.8,0.1,1018.1,34,12,8
3/18/2022,8,11.2,4.8,0,1014,296,6,8
3/17/2022,17.8,28.9,6.7,16.5,1015,8,18,8
3/16/2022,19.8,28.9,10.7,18.1,1010.3,93,15,6
3/15/2022,17.8,24.9,10.7,0,1011.7,127,11,5
3/14/2022,21.5,27,16,0,1015.5,74,13,4
3/13/2022,20.8,29.1,12.4,0,1010.9,59,9,5
3/12/2022,20.8,29.1,12.4,0.2,1010,123,8,6
3/11/2022,19.1,27.7,10.4,0,1014.3,109,9,1
3/10/2022,17.6,25.6,9.7,0,1014,129,6,6
3/9/2022,14.7,22.2,7.2,0,1017.9,107,12,1
3/8/2022,13.9,20.8,7.1,0,1018.2,130,8,1
3/7/2022,11.8,16.9,6.7,0,1021.7,212,6,3
3/6/2022,11.6,16.5,6.7,0,1023.3,124,13,8
3/5/2022,15.9,23.4,8.5,0,1022.2,90,16,3
3/4/2022,16,23.4,8.6,0,1015.4,278,7,1
3/3/2022,13.4,21.8,5,0,1016.5,139,5,3
3/2/2022,11.3,17.7,5,0,1020.8,147,5,4
3/1/2022,15.5,22.5,8.5,0,1022.3,39,11,5
2/28/2022,13.2,22.5,4,0.7,1016.5,285,7,6
2/27/2022,9.9,17.6,2.2,0,1021.3,117,13,3
2/26/2022,9.4,17.6,1.3,0,1024.1,334,9,2
2/25/2022,7.1,14.4,-0.2,0,1026.3,136,6,1
2/24/2022,5.2,10.6,-0.2,0,1032.4,117,5,1
2/23/2022,4.5,10,-0.9,0,1035.3,83,8,3
2/22/2022,3.8,10,-2.4,0,1034.3,122,7,8
2/21/2022,2.7,8.3,-2.9,0,1032.7,113,5,4
2/20/2022,1.7,6.3,-2.9,0,1033.8,61,7,2
2/19/2022,3,5.5,0.4,0,1033,348,11,4
2/18/2022,2.8,5.2,0.3,2.7,1028,47,12,8
2/17/2022,4.8,8.9,0.8,1.9,1028.6,86,17,8
2/16/2022,6.2,8.9,3.4,0,1026.5,75,15,8
2/15/2022,5.4,10.4,0.4,0,1026,81,10,8
2/14/2022,5.4,10.4,0.4,0,1025.7,353,5,7
2/13/2022,6.3,8.5,4.1,0,1023.5,359,5,4
2/12/2022,6,7.9,4,0,1023.8,15,6,8
2/11/2022,4.7,7.6,1.8,8.7,1024.7,88,11,8
2/10/2022,4.7,7.6,1.7,0,1025.4,123,6,8
2/9/2022,3,5.1,0.9,0.3,1026.3,83,4,7
2/8/2022,2.5,5.1,-0.2,0.2,1029.4,29,4,8
2/7/2022,2,4.8,-0.7,18.1,1028.1,20,10,8
2/6/2022,3.1,7,-0.7,3.9,1030.8,81,11,8
2/5/2022,4.1,8.7,-0.5,0,1034.2,32,7,5
2/4/2022,4.5,8.7,0.4,0,1030.6,309,6,2
2/3/2022,2.9,4.8,0.9,0,1029,32,6,7
2/2/2022,4.2,7.4,1,2.9,1030.6,67,6,8
2/1/2022,3,7.7,-1.7,0,1031.6,66,9,8
1/31/2022,3,7.7,-1.7,0,1028.5,302,6,4
1/30/2022,3.9,7.6,0.1,0,1028,315,5,3
1/29/2022,2.9,5,0.7,0.5,1026,356,7,8
1/28/2022,3.2,5.2,1.2,3.4,1028.5,47,8,8
1/27/2022,4,5.7,2.4,2.6,1029,32,11,8
1/26/2022,4.5,5.8,3.1,14.6,1025.8,47,10,8
1/25/2022,4.3,5.8,2.8,0.4,1025.3,45,4,8
1/24/2022,5,7.2,2.8,0.2,1024.7,10,9,8
1/23/2022,7.2,8.6,5.8,19.6,1021.7,27,13,8
1/22/2022,5.1,8.6,1.6,10.5,1019.7,63,10,8
1/21/2022,4.6,7.6,1.6,0,1025.3,97,16,8
1/20/2022,7.8,13.3,2.2,0,1029.5,77,13,7
1/19/2022,7.8,13.3,2.2,0,1026.3,32,7,2
1/18/2022,7.8,12.6,2.9,0,1025.6,117,8,0
1/17/2022,8.2,12.6,3.8,0,1029.2,94,9,4
1/16/2022,7.1,11.3,2.9,0,1028.7,88,9,5
1/15/2022,4.2,11.3,-3,0,1025.5,236,4,4
1/14/2022,1.2,5.5,-3,0,1025.5,120,6,7
1/13/2022,4.5,9.4,-0.5,0,1030.7,19,8,1
1/12/2022,4.5,9.4,-0.5,0,1025.5,1,9,2
1/11/2022,5,7.7,2.3,0,1028.5,98,6,1
1/10/2022,6,8,4.1,0.8,1025.5,347,8,8
1/9/2022,6.6,9.1,4.1,0,1024.3,91,4,8
1/8/2022,6,9.3,2.6,0,1026.7,64,4,8
1/7/2022,6,9.3,2.6,0,1030.6,74,5,6
1/6/2022,5.4,8.2,2.6,0,1033,43,7,3
1/5/2022,6.5,10,3,2.8,1027.5,24,10,8
1/4/2022,8,13.7,2.2,24.4,1024.1,78,15,8
1/3/2022,6.3,13.7,-1.1,0,1026,71,6,0
1/2/2022,5,11.2,-1.1,0,1028.7,99,8,1
1/1/2022,4.5,10.2,-1.2,0,1028.9,71,3,3
