Date,Ave.T,Max.T,Min.T,Prec(mm),Press(Hpa),Wind dir,Wind sp (km/h),Cloud.c
3/31/2022,9.4,13.6,5.3,0,1032.4,352,18,2
3/30/2022,10.1,13.6,6.5,0,1024.3,331,22,2
3/29/2022,8,10.4,5.5,2,1019.8,135,14,2
3/28/2022,9.3,13.1,5.5,0,1025.4,164,14,2
3/27/2022,11.3,15.9,6.7,0,1023.7,160,15,2
3/26/2022,11.3,15.9,6.7,0,1014.9,289,16,2
3/25/2022,9.3,11.2,7.4,12.6,1004.7,3,23,2
3/24/2022,9.1,12.3,5.9,4.1,1013.9,153,16,2
3/23/2022,8.3,12.3,4.3,0,1016.1,189,13,2
3/22/2022,6,9.1,2.8,0,1024.3,160,10,2
3/21/2022,3.9,7.9,-0.2,0,1025.8,117,6,2
3/20/2022,2.5,5.1,-0.2,0,1023.5,158,8,2
3/19/2022,3.5,6.2,0.7,2,1019.3,345,23,2
3/18/2022,4.1,6.2,2,1.9,1012.8,323,15,2
3/17/2022,8.4,14,2.8,1.1,1019.5,351,20,2
3/16/2022,9.9,14.2,5.7,0.7,1019.3,37,11,2
3/15/2022,10.6,15.4,5.7,0,1012.8,153,12,2
3/14/2022,10.8,15.4,6.1,0,1015.9,344,16,2
3/13/2022,9.9,13.1,6.7,0.2,1013.3,163,7,2
3/12/2022,10.2,13.8,6.7,0.3,1011.4,136,10,2
3/11/2022,9.9,13.8,6.1,0,1017.9,136,9,2
3/10/2022,9.1,12.5,5.7,2,1016.3,114,9,2
3/9/2022,8.9,12.7,5.1,0,1020.5,148,11,2
3/8/2022,8.2,12.1,4.4,0,1018.3,146,11,2
3/7/2022,5.5,9.7,1.3,0,1019.3,169,9,2
3/6/2022,5.8,10.3,1.3,0,1024.2,182,13,2
3/5/2022,11.2,20,2.4,0,1024.1,337,12,2
3/4/2022,12.7,20,5.3,0,1013.9,317,19,2
3/3/2022,8.2,13.3,3.1,0,1014.7,155,13,2
3/2/2022,6.1,9.7,2.5,0,1018.4,156,9,2
3/1/2022,5.6,8.7,2.5,0,1022.3,316,18,2
2/28/2022,6.3,9.7,3,0,1016.8,151,14,2
2/27/2022,6.7,10.3,3,0,1022.1,169,13,2
2/26/2022,7,10.4,3.5,0,1021.8,269,16,2
2/25/2022,4.9,9.6,0.2,0,1023.6,181,12,2
2/24/2022,1.2,7.2,-4.8,0,1030.5,189,9,2
2/23/2022,-0.6,3.7,-4.8,0,1035.9,229,8,2
2/22/2022,1.7,5.4,-2,0,1036.3,0,18,2
2/21/2022,0.9,5.4,-3.6,0,1032.3,344,12,2
2/20/2022,0.2,4,-3.6,0,1030.7,273,11,2
2/19/2022,-0.3,2.5,-3.1,0,1031.8,326,24,2
2/18/2022,-1.6,2.5,-5.7,0,1030.5,87,10,2
2/17/2022,-2.5,0.6,-5.7,0,1032.5,55,7,2
2/16/2022,-2.5,0.6,-5.6,0,1030.8,1,19,2
2/15/2022,-1.6,2.5,-5.6,0,1028.3,345,11,2
2/14/2022,2.1,6.6,-2.3,0,1027.6,356,20,2
2/13/2022,4.5,7.7,1.3,0.2,1023.4,167,9,2
2/12/2022,5.2,8.5,2,0,1025.5,126,6,2
2/11/2022,5.2,8.5,2,0,1027.2,188,6,2
2/10/2022,5.2,8.5,2,0,1025.1,198,7,2
2/9/2022,3.5,6.7,0.2,0,1025.1,183,9,2
2/8/2022,3.3,6.7,-0.1,0,1029,299,6,2
2/7/2022,1.2,4.7,-2.3,0,1029.3,346,6,2
2/6/2022,0.2,4.7,-4.2,0,1031.4,337,10,2
2/5/2022,-1,2.2,-4.2,0,1033.2,328,17,2
2/4/2022,0.7,4.2,-2.8,0,1030.8,335,19,2
2/3/2022,0.4,4.2,-3.4,0,1028.8,182,7,2
2/2/2022,-0.1,3.3,-3.4,0,1031,341,7,2
2/1/2022,0.9,5.1,-3.3,0,1032.5,342,15,2
1/31/2022,1.2,5.1,-2.7,0,1026.3,316,15,2
1/30/2022,0.6,4.3,-3.1,0,1026.3,224,9,2
1/29/2022,0.2,3.5,-3.1,0,1026,345,10,2
1/28/2022,0,3.1,-3.1,0,1029.6,343,15,2
1/27/2022,1.1,4,-1.9,0,1031.3,359,14,2
1/26/2022,1.1,4,-1.9,0,1028.9,353,13,2
1/25/2022,0.7,3.4,-2.1,0,1025.8,336,12,2
1/24/2022,0.7,3.6,-2.3,0,1024.6,336,18,2
1/23/2022,1.4,4.8,-1.9,0,1025.9,356,20,2
1/22/2022,0.8,4.8,-3.3,2,1025.9,33,8,2
1/21/2022,-1.7,3,-6.4,0,1029.6,70,6,2
1/20/2022,-1.8,2.8,-6.4,0,1032.8,347,10,2
1/19/2022,1.8,6.4,-2.9,0,1030,356,19,2
1/18/2022,2.9,6.4,-0.7,2,1026.6,211,9,2
1/17/2022,1.1,4.5,-2.3,0,1031.2,353,10,2
1/16/2022,1.6,5.5,-2.3,0,1030.4,286,8,2
1/15/2022,1.2,5.5,-3,0,1025,331,13,2
1/14/2022,0.5,4,-3.1,0,1024.2,199,10,2
1/13/2022,0.4,3.9,-3.1,0,1029.3,344,13,2
1/12/2022,0.3,3.9,-3.2,0.1,1025.1,289,18,2
1/11/2022,-0.2,2.7,-3.2,0,1027.9,16,10,2
1/10/2022,3.1,6.6,-0.3,4.9,1025.9,334,16,2
1/9/2022,3.6,7,0.3,0,1024.7,250,7,2
1/8/2022,2.9,7,-1.2,0,1025.8,334,7,2
1/7/2022,2.4,6,-1.2,0,1030.5,270,6,2
1/6/2022,2.6,5.5,-0.3,0,1033.9,325,9,2
1/5/2022,2.1,5.3,-1,0,1030.3,346,8,2
1/4/2022,3,6.9,-1,0,1030.3,69,10,2
1/3/2022,2.9,6.9,-1.1,0,1027.6,331,10,2
1/2/2022,3.4,7.8,-1.1,0,1030,284,9,2
1/1/2022,3.4,7.8,-1.1,0,1028.6,258,14,2
