Date,Ave.T,Max.T,Min.T,Prec(mm),Press(Hpa),Wind dir,Wind sp (km/h),Cloud.c
7/4/2022,26.7,29.3,24.1,0,1003,201,12,2
7/3/2022,25.1,27.7,22.5,0,1002.1,208,13,2
7/2/2022,23.8,25,22.5,149.4,998.9,216,23,2
7/1/2022,25.7,28.3,23.1,300,997.4,261,26,2
6/30/2022,27.1,31.3,22.9,0.7,1000.7,250,9,2
6/29/2022,27.1,31.3,22.9,7.4,1001.9,43,9,2
6/28/2022,27.3,30.3,24.3,0,1004.2,197,8,2
6/27/2022,27.3,30.3,24.3,0,1007.8,186,7,2
6/26/2022,26.8,29.9,23.6,0,1009.4,172,9,2
6/25/2022,25.9,28.2,23.6,15.4,1008.4,147,13,2
6/24/2022,26.3,28.6,24,0.1,1008.3,125,14,2
6/23/2022,26.8,28.7,24.9,4.8,1009.8,118,14,2
6/22/2022,27.8,30.4,25.1,0,1009.4,149,14,2
6/21/2022,27.8,30.4,25.2,0,1005.8,177,10,2
6/20/2022,28,30.5,25.5,0,1004.5,190,9,2
6/19/2022,27.9,30.5,25.3,0,1005.4,185,9,2
6/18/2022,27.4,30,24.9,0,1006.6,201,10,2
6/17/2022,25.8,28.8,22.8,0,1008,188,9,2
6/16/2022,25.6,29.1,22.2,0,1009.3,186,8,2
6/15/2022,25.8,29.3,22.2,0.7,1009.9,178,8,2
6/14/2022,27.1,29.3,25,0.5,1008.2,154,9,2
6/13/2022,27.5,29.8,25.2,0,1007.3,177,8,2
6/12/2022,27.6,29.8,25.3,0,1007.6,182,9,2
6/11/2022,27,29.5,24.5,0,1006.9,197,9,2
6/10/2022,25.4,26.4,24.5,4.4,1006,174,10,2
6/9/2022,25.7,28,23.4,7.2,1006.1,178,6,2
6/8/2022,26.4,29.5,23.4,6.9,1006,216,10,2
6/7/2022,27.5,30,25,1.5,1005.5,211,8,2
6/6/2022,27.3,30,24.6,5.9,1004.5,205,10,2
6/5/2022,26.9,29.3,24.4,0,1005.1,206,10,2
6/4/2022,27.1,29.9,24.2,0,1006.3,201,7,2
6/3/2022,27.1,29.9,24.4,0,1006,192,7,2
6/2/2022,26.4,28.5,24.4,0,1006.6,179,8,2
6/1/2022,26.3,29.1,23.5,4.9,1006.9,146,10,2
5/31/2022,26.6,29.6,23.5,0,1006.8,125,8,2
5/30/2022,27.2,30,24.4,0,1005.4,110,11,2
5/29/2022,27.2,30,24.4,0,1004.8,123,8,2
5/28/2022,27.2,29.7,24.8,0,1004.2,143,14,2
5/27/2022,26.9,29.7,24.1,0,1003.5,146,11,2
5/26/2022,26.3,28.5,24.1,0,1004.4,168,8,2
5/25/2022,26.4,28.5,24.4,1,1006.7,210,7,2
5/24/2022,26.3,28.5,24.1,0,1007.7,114,9,2
5/23/2022,25.4,27.9,22.8,0,1005.1,96,14,2
5/22/2022,25.6,28.5,22.8,1.1,1003.6,121,14,2
5/21/2022,25.2,28.5,21.9,5.2,1005.9,83,17,2
5/20/2022,24.8,28.3,21.2,0,1008.7,64,16,2
5/19/2022,24.6,28.2,20.9,0,1011,50,15,2
5/18/2022,22.7,26.6,18.8,0,1012.2,47,14,2
5/17/2022,23.6,28.3,18.8,0.1,1012,38,22,2
5/16/2022,26.3,30.7,21.9,17.6,1010,42,23,2
5/15/2022,27.6,30.7,24.4,36.2,1008.3,218,10,2
5/14/2022,27.4,30.3,24.4,0,1007.9,200,7,2
5/13/2022,26.9,29.7,24.1,0,1006,220,9,2
5/12/2022,26,28.4,23.6,0,1006.6,190,6,2
5/11/2022,25.8,28.4,23.2,0,1008.1,193,9,2
5/10/2022,25.1,27.8,22.5,0,1009.1,178,8,2
5/9/2022,24.8,27.8,21.8,0,1010.8,77,17,2
5/8/2022,23.7,26.5,20.9,0,1011.4,67,21,2
5/7/2022,23.4,25.2,21.5,24.6,1011.7,59,20,2
5/6/2022,25,28.3,21.7,40.9,1011.1,61,17,2
5/5/2022,23.6,28.3,19,0,1010.9,48,21,2
5/4/2022,22.7,27.2,18.2,0,1013,13,9,2
5/3/2022,20.6,23.2,18.1,0.1,1014.2,16,15,2
5/2/2022,21.1,24,18.1,2.3,1012.4,20,19,2
5/1/2022,24,27.2,20.8,31.9,1009.1,38,23,2
4/30/2022,26.1,29,23.2,19.9,1009.6,66,18,2
4/29/2022,26.1,29,23.3,0.9,1010.5,78,18,2
4/28/2022,26,28.7,23.3,0,1010.1,97,14,2
4/27/2022,26.1,29,23.3,0,1009,103,13,2
4/26/2022,26.1,29,23.3,0,1007.9,138,13,2
4/25/2022,26.1,28.9,23.3,0,1008.3,141,13,2
4/24/2022,25.5,28,23,0,1008.8,137,12,2
4/23/2022,24.9,28.2,21.7,0,1010.2,126,11,2
4/22/2022,24.5,28.2,20.8,0,1011.3,120,11,2
4/21/2022,23.6,27.3,19.8,0,1012.3,71,17,2
4/20/2022,23.6,27.5,19.8,0,1013.2,55,20,2
4/19/2022,23.9,27.5,20.3,0,1014.5,51,21,2
4/18/2022,24.4,27.5,21.3,3.3,1014.4,68,18,2
4/17/2022,24.9,27.5,22.2,1.8,1012.6,63,16,2
4/16/2022,24.5,26.8,22.2,0,1010.8,83,20,2
4/15/2022,25.9,29.5,22.2,3.1,1010,86,19,2
4/14/2022,25.4,29.5,21.2,0,1008.5,90,13,2
4/13/2022,24.1,27.7,20.4,0.1,1007.6,172,5,2
4/12/2022,22.9,26.9,19,0,1008.3,113,12,2
4/11/2022,22.4,27.1,17.8,0,1010.4,88,13,2
4/10/2022,22.3,27.1,17.5,0,1011.6,57,15,2
4/9/2022,21.9,26.4,17.5,0,1012.6,60,18,2
4/8/2022,22.5,26.4,18.6,0,1014.5,38,13,2
4/7/2022,21.9,25.3,18.4,0,1015.9,56,16,2
4/6/2022,22.2,26.4,18,0,1016.8,54,15,2
4/5/2022,21.6,26.4,16.8,4.7,1018.2,49,17,2
4/4/2022,19.8,25.7,13.9,0,1019.6,37,23,2
4/3/2022,17.6,21.3,13.9,0,1019.5,23,21,2
4/2/2022,19.4,23.4,15.5,2.4,1019.2,15,24,2
4/1/2022,23.1,26.4,19.8,17.7,1015.4,35,32,2
3/31/2022,24.3,27,21.6,0.9,1013.7,49,26,2
3/30/2022,23.6,27,20.2,0,1013,53,23,2
3/29/2022,22.8,25.4,20.1,0,1013.4,54,25,2
3/28/2022,24.6,29.2,20.1,0.1,1014.3,47,22,2
3/27/2022,26.1,29.2,23,0.3,1012,83,14,2
3/26/2022,25.6,28.1,23.1,0,1011.3,194,7,2
3/25/2022,24,26.4,21.6,0,1010.9,180,10,2
3/24/2022,25.4,29.3,21.4,1.1,1011.1,126,13,2
3/23/2022,25.9,29.3,22.5,0,1012,99,15,2
3/22/2022,25.9,28.5,23.3,0,1012.2,135,10,2
3/21/2022,25.4,28.4,22.3,0,1011.9,151,13,2
3/20/2022,24.4,27.4,21.3,0,1010.4,117,15,2
3/19/2022,24,27.4,20.6,0,1008.7,103,13,2
3/18/2022,23.2,26.7,19.8,0,1009.3,196,8,2
3/17/2022,23.2,26.7,19.8,0,1008.9,118,10,2
3/16/2022,22.9,26,19.9,0,1010.2,84,13,2
3/15/2022,23,26.3,19.7,0,1010.5,78,10,2
3/14/2022,22.4,26.3,18.6,0.2,1011.5,72,15,2
3/13/2022,22.1,25.8,18.5,0,1011.7,73,21,2
3/12/2022,21.4,24.8,18.1,0,1012,67,21,2
3/11/2022,21.2,24.9,17.6,0,1012.4,57,23,2
3/10/2022,20.1,24.9,15.4,0,1013.4,52,22,2
3/9/2022,19.4,23.4,15.4,0,1014.4,59,22,2
3/8/2022,20.2,23.7,16.7,0,1015.5,56,29,2
3/7/2022,22.6,25.3,19.9,0.1,1016,51,17,2
3/6/2022,22.1,25.4,18.8,0,1013.4,74,18,2
3/5/2022,22.3,25.8,18.8,0,1013,88,15,2
3/4/2022,21.7,25.8,17.6,0,1013.2,67,18,2
3/3/2022,21.9,26.3,17.6,0,1015,66,16,2
3/2/2022,21.9,26.3,17.5,0,1016.4,69,19,2
3/1/2022,20.1,24.1,16.1,0,1016.7,66,16,2
2/28/2022,19.2,22.6,15.8,0.1,1016.5,62,21,2
2/27/2022,19.6,23.3,15.8,0,1018.2,74,17,2
2/26/2022,18.4,23.3,13.6,0,1020.1,44,17,2
2/25/2022,17.6,22.8,12.4,0,1021.4,37,17,2
2/24/2022,15.9,19.4,12.4,0,1023.2,42,15,2
2/23/2022,16.1,19.5,12.8,0,1021.9,43,15,2
2/22/2022,16,19.5,12.5,0.6,1019.9,346,8,2
2/21/2022,14.8,17.1,12.5,1.8,1018.5,11,12,2
2/20/2022,18.6,24.5,12.7,1.9,1016.1,29,29,2
2/19/2022,22.1,24.5,19.6,7.3,1012.2,77,18,2
2/18/2022,21.8,23.5,20,0,1012,106,16,2
2/17/2022,20.2,22.6,17.9,0.5,1011.2,76,20,2
2/16/2022,20.2,22.6,17.8,0,1011.8,67,25,2
2/15/2022,19.1,20.6,17.7,0.1,1014.1,53,27,2
2/14/2022,20.8,23.2,18.3,2.3,1014.6,40,30,2
2/13/2022,20.6,23.2,17.9,0,1012.3,62,23,2
2/12/2022,21.1,24.3,17.9,0,1013.2,64,25,2
2/11/2022,21.8,24.3,19.2,0,1014.4,63,23,2
2/10/2022,21.6,24.1,19.2,0,1014.6,75,23,2
2/9/2022,21.6,24.1,19.2,0,1015.7,65,22,2
2/8/2022,21.1,24.1,18.2,0,1015.4,69,20,2
2/7/2022,20.1,24.1,16,0,1014.4,91,14,2
2/6/2022,17.8,21.5,14,0,1017,57,27,2
2/5/2022,17.7,21.4,14,0,1019,40,34,2
2/4/2022,18.4,21.4,15.5,0,1018.7,39,21,2
2/3/2022,20.2,23.9,16.6,0,1016.6,85,13,2
2/2/2022,21.2,23.9,18.6,0,1015.9,75,18,2
2/1/2022,19.6,21.3,17.8,1.5,1015.1,61,18,2
1/31/2022,19.1,21.3,17,3.6,1014.4,75,25,2
1/30/2022,20.2,23.5,17,5,1014,58,29,2
1/29/2022,21.2,24.4,18,1.7,1012.5,67,19,2
1/28/2022,21.3,24.4,18.2,0,1013.4,64,20,2
1/27/2022,21.6,24.3,18.9,0,1014.6,61,23,2
1/26/2022,21.6,24.3,18.9,0,1014.4,64,20,2
1/25/2022,22.8,26.1,19.5,0,1013.9,63,20,2
1/24/2022,22.3,26.1,18.5,1,1012.6,86,8,2
1/23/2022,20.9,23.9,17.9,0,1011.6,83,12,2
1/22/2022,19.9,23.9,16,0,1011.5,75,16,2
1/21/2022,19.1,22.7,15.4,0,1014.4,55,24,2
1/20/2022,19,22.6,15.4,0,1015.7,53,23,2
1/19/2022,19.6,23.4,15.8,0,1016.6,52,24,2
1/18/2022,20.9,24,17.7,0,1017.5,44,24,2
1/17/2022,21.1,24,18.2,0,1018,55,22,2
1/16/2022,20.7,23.3,18.1,0,1017.6,65,22,2
1/15/2022,19.9,22.8,17.1,1.6,1017.9,66,20,2
1/14/2022,19.9,23.6,16.2,0.5,1017.9,59,18,2
1/13/2022,19.9,23.6,16.1,0.3,1018.5,55,23,2
1/12/2022,19.6,23.2,16.1,0,1018.8,58,19,2
1/11/2022,20.2,23.5,16.9,0,1018,59,18,2
1/10/2022,20.8,23.5,18,0,1016.3,73,14,2
1/9/2022,20.1,23.2,17.1,0,1015.7,65,20,2
1/8/2022,20.6,24.1,17.1,0,1017,54,25,2
1/7/2022,20.8,24.1,17.4,0,1018.2,36,22,2
1/6/2022,21.6,25.1,18.1,0,1017.4,57,25,2
1/5/2022,21.4,25.1,17.8,0,1015.9,56,21,2
1/4/2022,20.4,23.5,17.2,0,1016.6,48,23,2
1/3/2022,20.1,23.2,17.1,0,1018.1,46,22,2
1/2/2022,20.3,23.5,17.1,0,1019.5,48,30,2
1/1/2022,20.4,23.5,17.2,0,1020.8,36,28,2
