Date,Ave.T,Max.T,Min.T,Prec(mm),Press(Hpa),Wind dir,Wind sp (km/h),Cloud.c
5/30/2022,29.6,33.3,25.9,0,1005.9,133,6,2
5/29/2022,28.6,32,25.3,2.5,1005.5,153,9,2
5/28/2022,28.2,32,24.5,1.1,1005.2,157,11,2
5/27/2022,27.8,31,24.5,26,1004.3,114,5,2
5/26/2022,27.8,31,24.5,0,1003.9,168,8,2
5/25/2022,26.6,29.5,23.6,2.7,1006.8,163,6,2
5/24/2022,25.8,29.4,22.2,0.2,1009,356,4,2
5/23/2022,25.1,28.2,22,0.9,1008.3,33,5,2
5/22/2022,25.2,28.4,22,3.3,1006.9,53,5,2
5/21/2022,27.4,32.8,22.1,35,1007.7,16,5,2
5/20/2022,26.7,32.8,20.6,0,1008.3,345,5,2
5/19/2022,23.6,30.3,17,0,1011.4,345,5,2
5/18/2022,22.1,29.6,14.5,0,1013.9,12,5,2
5/17/2022,21.3,28.1,14.5,0,1014.2,13,8,2
5/16/2022,20.8,24.4,17.1,2.6,1014.3,350,8,2
5/15/2022,21.9,24.9,18.8,6.6,1011.7,4,14,2
5/14/2022,22.9,24.9,20.8,51.7,1009.5,353,5,2
5/13/2022,24.2,26.3,22.1,38.5,1006.1,360,9,2
5/12/2022,24.9,26.3,23.4,76.9,1005.5,216,5,2
5/11/2022,25.3,27.1,23.5,16.6,1007,162,7,2
5/10/2022,24.4,28.4,20.5,21.2,1008.5,164,8,2
5/9/2022,24.4,28.4,20.5,0,1011.6,135,5,2
5/8/2022,24.2,26.7,21.8,1.5,1013.8,8,5,2
5/7/2022,25.1,30.8,19.4,15,1013.7,355,5,2
5/6/2022,24.2,30.8,17.7,0,1012.3,261,5,2
5/5/2022,23.1,30.5,15.6,0,1012.3,338,5,2
5/4/2022,21.9,29.5,14.2,0,1014.1,359,6,2
5/3/2022,20.3,26.9,13.7,0,1016.3,14,8,2
5/2/2022,18,22.3,13.7,0,1016.5,358,8,2
5/1/2022,22.1,28.8,15.3,54,1015.6,357,17,2
4/30/2022,26.2,30.5,21.9,37.5,1012.6,16,9,2
4/29/2022,27,30.8,23.2,0,1011.3,336,7,2
4/28/2022,28,31.3,24.7,1.4,1010.5,171,11,2
4/27/2022,28,31.3,24.7,0,1009.3,160,9,2
4/26/2022,27.8,30.8,24.8,0,1007.9,152,10,2
4/25/2022,26.1,30.8,21.5,0,1007.4,163,14,2
4/24/2022,25.4,29.9,21,6.9,1008.6,146,9,2
4/23/2022,25.9,29.7,22.2,120,1010.3,104,6,2
4/22/2022,23.9,29.1,18.7,1.2,1011.6,150,7,2
4/21/2022,22.6,29.1,16,0,1012.9,164,6,2
4/20/2022,18.7,23.2,14.2,0,1015.1,239,3,2
4/19/2022,15.6,17,14.2,6,1018.7,1,5,2
4/18/2022,18.5,21.6,15.4,13.3,1018.8,356,11,2
4/17/2022,19.6,23.9,15.4,3.1,1016.8,356,10,2
4/16/2022,23.7,29,18.4,1.1,1014.4,37,10,2
4/15/2022,24,30.3,17.7,0,1012.1,144,9,2
4/14/2022,24,30.3,17.7,0,1010.3,353,7,2
4/13/2022,25.1,30.4,19.7,2,1007.5,299,10,2
4/12/2022,23.9,30.4,17.3,0.1,1008,166,9,2
4/11/2022,23.1,30.6,15.6,0,1010.5,22,6,2
4/10/2022,23.1,30.6,15.6,0,1012.2,331,5,2
4/9/2022,22.8,30,15.6,0,1013.1,342,5,2
4/8/2022,23.2,30.8,15.6,0,1015.1,45,5,2
4/7/2022,22.6,30.8,14.5,0,1016.5,355,7,2
4/6/2022,21.2,30.6,11.8,0,1017.1,31,5,2
4/5/2022,19.4,29,9.8,0,1019.1,337,6,2
4/4/2022,18.2,26.7,9.8,0,1022.3,30,7,2
4/3/2022,18.6,25.5,11.6,0,1022.6,12,9,2
4/2/2022,14.5,17.4,11.6,0.2,1024.7,359,12,2
4/1/2022,22.6,30.1,15,0.3,1023.8,1,18,2
3/31/2022,24.1,30.1,18,1.1,1016.9,12,9,2
3/30/2022,21.1,27.5,14.7,0,1016.2,330,5,2
3/29/2022,16.7,20,13.4,2,1017.4,7,4,2
3/28/2022,17.9,22.4,13.4,3.5,1019.2,1,6,2
3/27/2022,22.3,30.2,14.4,19.6,1016.4,3,11,2
3/26/2022,23.3,30.2,16.4,10.5,1011.3,351,14,2
3/25/2022,18.9,25.2,12.6,40.5,1009.4,106,4,2
3/24/2022,15.3,18.5,12.1,30,1013.5,88,5,2
3/23/2022,20.8,29.5,12.1,33.5,1017.2,353,9,2
3/22/2022,25.3,29.5,21.1,15.2,1012.8,274,14,2
3/21/2022,24.2,27.1,21.3,0.1,1012.1,158,9,2
3/20/2022,24.4,28.2,20.7,3.2,1012.5,130,5,2
3/19/2022,24.6,29.3,20,0,1009.7,142,9,2
3/18/2022,24.6,29.3,20,0,1009.5,340,5,2
3/17/2022,24.2,28.9,19.6,11.1,1009,241,6,2
3/16/2022,24.4,30.7,18,2,1011.2,148,7,2
3/15/2022,24.4,30.7,18,0,1010.6,124,6,2
3/14/2022,24,30.1,17.9,0,1011.7,327,5,2
3/13/2022,21.9,28.8,15,0,1012.4,312,5,2
3/12/2022,21.1,28,14.2,0,1013.3,147,7,2
3/11/2022,19.1,26.7,11.4,0,1013.9,330,5,2
3/10/2022,17.6,26.7,8.4,0,1015.3,339,5,2
3/9/2022,16.4,24.5,8.4,0,1017.1,6,7,2
3/8/2022,16.4,24,8.8,0,1018,74,8,2
3/7/2022,20.9,26.2,15.7,0,1019.1,342,14,2
3/6/2022,22.9,28.9,16.8,11.2,1015.5,146,10,2
3/5/2022,21.8,28.9,14.6,0,1013.4,164,7,2
3/4/2022,21.6,28.6,14.6,0,1013.8,334,6,2
3/3/2022,22.3,28.3,16.3,0,1016.2,271,8,2
3/2/2022,21.7,28.3,15.1,0,1017.2,337,7,2
3/1/2022,20.1,27,13.2,0,1017.4,342,7,2
2/28/2022,17.5,25,10,0,1017.9,15,5,2
2/27/2022,16.1,25,7.2,0,1019.1,154,7,2
2/26/2022,15.6,24.4,6.7,0,1021.5,343,6,2
2/25/2022,12.6,19.6,5.5,0,1024.4,359,7,2
2/24/2022,11.1,16.6,5.5,0,1027.4,355,9,2
2/23/2022,9.8,14.1,5.4,0.1,1027.4,359,17,2
2/22/2022,6.8,9.1,4.4,1.6,1025.2,354,14,2
2/21/2022,5.8,7.3,4.4,15.2,1024.8,359,14,2
2/20/2022,6.6,8,5.2,42.4,1024.1,1,15,2
2/19/2022,12.2,17.6,6.8,70.9,1021.3,358,18,2
2/18/2022,15.2,17.6,12.7,3,1016.3,19,13,2
2/17/2022,16.6,20.7,12.6,2,1015.3,106,5,2
2/16/2022,16.7,22.1,11.3,4.5,1015.3,31,5,2
2/15/2022,15.9,22.1,9.8,0,1017.8,8,7,2
2/14/2022,15.8,21.9,9.8,0,1018.8,3,9,2
2/13/2022,16.6,22.6,10.5,2.8,1017.5,356,11,2
2/12/2022,18.2,23.6,12.8,0.1,1016.2,356,12,2
2/11/2022,16.3,23.6,9,0,1017.2,341,7,2
2/10/2022,11.4,14.4,8.5,0.3,1018.3,9,7,2
2/9/2022,11.3,14.1,8.5,0,1021.1,357,11,2
2/8/2022,12.6,16.1,9.1,0.1,1021.2,356,11,2
2/7/2022,13,16.1,9.9,1.6,1018.1,1,9,2
2/6/2022,11.2,15.8,6.7,0.1,1021.2,5,5,2
2/5/2022,11,15.3,6.7,0,1025.3,353,11,2
2/4/2022,11.2,15.3,7.2,0,1024.5,356,13,2
2/3/2022,9,10.8,7.2,3.6,1021.7,356,12,2
2/2/2022,9.1,11,7.2,21.3,1021,357,12,2
2/1/2022,8.7,11,6.3,23.1,1021.2,347,11,2
1/31/2022,10.8,15.2,6.3,17.8,1021.7,349,9,2
1/30/2022,11.3,15.4,7.3,0.2,1020.6,355,12,2
1/29/2022,16.1,21.8,10.3,0.8,1017,350,16,2
1/28/2022,20.9,26.1,15.8,0,1016.4,350,12,2
1/27/2022,19.8,26.1,13.4,2,1016.9,358,6,2
1/26/2022,16.9,21.3,12.4,2,1017.2,353,5,2
1/25/2022,15.9,19.4,12.4,0,1017.9,338,6,2
1/24/2022,17.9,21.3,14.5,4.6,1015.8,355,13,2
1/23/2022,18.6,22.2,15.1,1.4,1013.4,15,2,2
1/22/2022,17,22.9,11.1,0.6,1013.8,124,4,2
1/21/2022,15.3,22.9,7.7,0,1017,0,5,2
1/20/2022,14.9,22.2,7.7,0,1019,356,6,2
1/19/2022,13.2,18.3,8.1,0,1020.4,356,9,2
1/18/2022,14.8,18.3,11.2,0,1022.2,359,7,2
1/17/2022,18.1,22.4,13.7,0.3,1022,350,13,2
1/16/2022,17.6,22.4,12.7,0,1020.5,359,7,2
1/15/2022,15.3,19.7,11,0,1020.6,7,4,2
1/14/2022,14.2,17.3,11,0,1020.9,3,6,2
1/13/2022,13.2,17.3,9,0,1022.9,350,9,2
1/12/2022,13.1,17.2,9,0,1022.5,358,7,2
1/11/2022,14.2,18.3,10,0,1022.5,356,12,2
1/10/2022,15.3,18.3,12.4,3.1,1019.6,3,12,2
1/9/2022,16,21.2,10.8,0.1,1019,354,9,2
1/8/2022,16.1,21.4,10.8,0,1020.5,355,6,2
1/7/2022,18.1,23.5,12.6,0,1022.6,6,9,2
1/6/2022,18.9,24.2,13.7,0,1021,12,8,2
1/5/2022,18.3,24.8,11.8,0,1017.8,342,6,2
1/4/2022,17.9,24.8,11.1,0,1019.2,58,5,2
1/3/2022,17.9,24.7,11.1,0,1020.9,19,6,2
1/2/2022,16.3,23.1,9.5,0,1022.9,350,8,2
1/1/2022,16.1,22.6,9.5,0,1024.7,344,8,2
