Date,Ave.T,Max.T,Min.T,Prec(mm),Press(Hpa),Wind dir,Wind sp (km/h),Cloud.c
7/20/2022,27.1,32.5,21.7,0,1003.9,195,10,2
7/19/2022,28.7,35.7,21.7,0,1002.1,186,6,2
7/18/2022,30.4,37.2,23.6,0,1000.2,244,7,2
7/17/2022,30.4,37.2,23.6,0,998.3,317,7,2
7/16/2022,29.7,36.3,23.1,0,998.9,142,7,2
7/15/2022,28.9,36.3,21.6,0,999.4,199,5,2
7/14/2022,28.2,35.6,20.9,0,1001.8,62,6,2
7/13/2022,27.1,33.6,20.6,0,1000.1,231,6,2
7/12/2022,23.6,27.5,19.6,7.3,1002.6,27,5,2
7/11/2022,23.6,27.7,19.5,10.5,1005.7,34,6,2
7/10/2022,27.3,35.1,19.5,1.3,1005.4,136,2,2
7/9/2022,29.8,35.1,24.4,27.2,1003.1,328,6,2
7/8/2022,29.2,36.3,22.2,0,1000.3,39,5,2
7/7/2022,29.2,36.3,22.2,0,1000.9,210,6,2
7/6/2022,27.8,32.9,22.7,0,1001.8,112,6,2
7/5/2022,28.1,32.9,23.4,5.3,1002.1,50,6,2
7/4/2022,26.1,29.8,22.3,0,1002.2,93,5,2
7/3/2022,26.9,31.5,22.3,34.1,1004,118,5,2
7/2/2022,26.9,31.5,22.2,51.3,1006.7,148,7,2
7/1/2022,26.6,31.7,21.6,0,1007.7,90,5,2
6/30/2022,26.4,31.7,21,3.9,1006.3,100,6,2
6/29/2022,24.4,27.8,21,1.6,1003.7,20,6,2
6/28/2022,26.7,31.1,22.3,15.1,998.7,354,7,2
6/27/2022,27.1,32,22.3,8.4,996.3,27,5,2
6/26/2022,30.4,39.2,21.6,11.8,1000.5,79,9,2
6/25/2022,29.9,39.2,20.6,0,994.6,154,7,2
6/24/2022,29.2,37.8,20.6,0,996.4,204,8,2
6/23/2022,28.7,36.4,21,0,997.5,40,8,2
6/22/2022,28.9,33.8,24.1,3.5,999.7,60,6,2
6/21/2022,28.9,34.9,22.8,0,999,51,8,2
6/20/2022,28.4,34.9,21.8,0,998.7,99,6,2
6/19/2022,26.8,32.2,21.4,0,1003.5,119,7,2
6/18/2022,26.1,32.2,20,1.1,1003.3,87,8,2
6/17/2022,25.4,30.9,20,2,1000.7,96,9,2
6/16/2022,24.7,30.1,19.3,0,1002.5,83,7,2
6/15/2022,22.9,27.6,18.3,0,1005.7,169,7,2
6/14/2022,21.8,27,16.5,2,1006.1,56,6,2
6/13/2022,21.8,27.1,16.5,0,1004.5,70,6,2
6/12/2022,22.9,27.1,18.8,21.8,1004,142,9,2
6/11/2022,23.7,28.4,19,16.6,1008.8,108,7,2
6/10/2022,22.9,28.4,17.3,7.6,1009.4,94,8,2
6/9/2022,21.2,25.1,17.3,0,1008.4,122,5,2
6/8/2022,21.8,26.6,17,0,1009.4,83,9,2
6/7/2022,22.7,28.4,17,0,1007.8,146,7,2
6/6/2022,26.8,34.6,19,0,1006.8,26,10,2
6/5/2022,26.8,34.6,19,0,999.7,345,13,2
6/4/2022,28.3,35.4,21.2,0.3,1001.1,63,7,2
6/3/2022,26.2,35.8,16.6,0,1001,53,7,2
6/2/2022,25.6,35.8,15.3,0,1001.9,114,8,2
6/1/2022,24.3,33.9,14.7,0,1002.2,240,7,2
5/31/2022,22,31.9,12.1,0,1000.6,64,5,2
5/30/2022,22,31.9,12.1,0,1001.5,236,6,2
5/29/2022,28.2,35.3,21.1,2,1000.8,326,8,2
5/28/2022,25.7,35.3,16.1,0,992.8,197,12,2
5/27/2022,24.4,34.9,13.8,0,996.7,206,11,2
5/26/2022,23.9,34,13.8,0,1000.8,351,8,2
5/25/2022,25.4,31.9,19,0,1010.7,257,10,2
5/24/2022,25.6,32.3,19,2,1007.5,246,12,2
5/23/2022,26.1,34,18.2,0,1007.1,213,8,2
5/22/2022,25.8,34.6,16.9,0,1004.1,195,6,2
5/21/2022,25.8,34.6,16.9,0,1003.9,206,8,2
5/20/2022,23.6,32.3,15,0,1007.2,192,7,2
5/19/2022,21.7,30.1,13.3,0,1010,193,6,2
5/18/2022,21.4,30.1,12.6,0,1012.5,150,6,2
5/17/2022,19.1,29.2,9.1,0,1005.6,76,8,2
5/16/2022,18.8,28.9,8.7,0,1005.8,169,8,2
5/15/2022,17.8,27.4,8.2,0,1010.3,257,7,2
5/14/2022,15.8,24.6,7,0,1016.3,6,6,2
5/13/2022,15.8,24.6,7,0,1013,305,9,2
5/12/2022,14.6,20.7,8.4,0,1015,214,8,2
5/11/2022,14.6,20.7,8.4,0,1016.7,230,11,2
5/10/2022,13.4,19.1,7.8,0,1014.6,276,6,2
5/9/2022,13.4,19.1,7.8,0,1017.5,167,8,2
5/8/2022,12.8,18.8,6.7,0.2,1022.6,225,5,2
5/7/2022,12.8,18.8,6.7,6.6,1025,171,9,2
5/6/2022,20.1,30,10.1,4.3,1021.3,80,7,2
5/5/2022,23.7,32.9,14.5,0.1,1005.6,191,10,2
5/4/2022,21.9,32.9,10.9,0,1004,193,11,2
5/3/2022,20.7,32,9.4,0,1006.3,199,10,2
5/2/2022,16.7,26.3,7.1,0,1013.4,109,7,2
5/1/2022,16.5,25.9,7.1,0,1012.6,324,6,2
4/30/2022,16.6,22.8,10.4,0,1018.9,277,9,2
4/29/2022,13.2,18.6,7.8,0,1019.6,248,11,2
4/28/2022,11.7,15.6,7.8,0,1021.3,151,5,2
4/27/2022,15.6,23.2,8,11,1023.5,0,7,2
4/26/2022,21.4,26.2,16.5,2.4,1015.1,351,13,2
4/25/2022,20.7,26.2,15.2,0,1003.4,77,8,2
4/24/2022,18.8,27.4,10.1,0,1005.2,89,9,2
4/23/2022,18.8,27.4,10.1,0,1002.1,184,7,2
4/22/2022,19.9,26.5,13.4,0,1010.9,211,10,2
4/21/2022,20.1,28.8,11.5,0,1001.1,326,12,2
4/20/2022,18.8,28.8,8.8,0,1000.3,191,11,2
4/19/2022,17.9,27.1,8.8,0,1011,197,10,2
4/18/2022,15.5,23.1,7.9,0,1017.5,92,7,2
4/17/2022,13.9,23.4,4.5,0,1015.6,201,5,2
4/16/2022,13.9,23.4,4.5,0,1017.6,234,9,2
4/15/2022,13.2,21.1,5.3,0,1024.9,295,9,2
4/14/2022,12.7,20.1,5.3,0,1025.4,5,13,2
4/13/2022,15.3,21.2,9.5,0,1018.4,219,10,2
4/12/2022,21.4,27.5,15.4,0,1017.9,153,10,2
4/11/2022,19.9,27.5,12.4,2,1008.9,351,12,2
4/10/2022,19.2,26,12.4,0,1002.4,52,5,2
4/9/2022,16.1,24.8,7.5,0,1004.8,96,8,2
4/8/2022,13.3,24,2.7,0,1006,77,5,2
4/7/2022,13.1,23.5,2.7,0,1015,103,6,2
4/6/2022,16.8,25.1,8.5,0,1023.6,178,9,2
4/5/2022,16.6,25.1,8,0,1020,78,12,2
4/4/2022,13.7,22,5.3,0,1017.1,196,6,2
4/3/2022,13.1,22,4.1,0,1022.2,208,12,2
4/2/2022,10,19.8,0.2,0,1026.3,150,9,2
4/1/2022,7.9,15.6,0.2,0,1030.1,183,8,2
3/31/2022,8.2,15,1.3,0,1034.8,24,11,2
3/30/2022,9.9,12.7,7.2,2,1028.2,43,6,2
3/29/2022,11.8,18,5.6,0.9,1017.5,80,6,2
3/28/2022,9.4,18,0.8,0,1017.5,201,15,2
3/27/2022,10.5,20.6,0.4,0,1021.2,229,9,2
3/26/2022,10.5,20.6,0.4,0,1015.5,307,13,2
3/25/2022,8.3,14.2,2.5,0,1013,21,6,2
3/24/2022,5.7,12.5,-1.1,0.2,1010.6,47,6,2
3/23/2022,5.7,12.5,-1.1,0,1012.7,76,5,2
3/22/2022,6.2,12.9,-0.6,2,1022.7,140,8,2
3/21/2022,6,12.9,-0.9,0,1026.4,13,8,2
3/20/2022,2.8,10.8,-5.2,0,1021.5,264,7,2
3/19/2022,0.7,6.6,-5.2,0,1020.9,122,9,2
3/18/2022,1.1,3.4,-1.1,6.4,1016.3,200,5,2
3/17/2022,5.8,12.7,-1,1.3,1025.5,153,7,2
3/16/2022,9.2,15.7,2.8,0,1025.2,147,10,2
3/15/2022,11.8,20.8,2.8,0,1010.5,63,5,2
3/14/2022,12.3,20.8,3.9,0,1013.2,206,13,2
3/13/2022,8.6,13.2,3.9,0,1014.3,151,8,2
3/12/2022,9.3,13.2,5.5,2,1010.8,350,6,2
3/11/2022,12.1,19.3,4.8,1.2,1019.2,87,6,2
3/10/2022,10.8,19.3,2.4,0,1013.4,59,5,2
3/9/2022,9.2,17.4,1,0,1016.4,81,6,2
3/8/2022,8,18.1,-2.2,0,1016.7,23,3,2
3/7/2022,7.4,18.1,-3.3,0,1017.2,242,8,2
3/6/2022,4.3,11.9,-3.3,0,1020.6,123,7,2
3/5/2022,4.7,10.4,-1,0,1024.3,21,8,2
3/4/2022,6.3,11.7,1,0,1016.2,320,14,2
3/3/2022,7.1,16.6,-2.4,0,1012.1,64,5,2
3/2/2022,7.1,16.6,-2.4,0,1016,343,8,2
3/1/2022,8.2,13.9,2.5,0,1020.7,216,10,2
2/28/2022,7.2,16.2,-1.9,0,1018,344,13,2
2/27/2022,7.2,16.2,-1.9,0,1016.5,103,7,2
2/26/2022,5.2,14,-3.5,0,1020.9,250,8,2
2/25/2022,3.8,14,-6.4,0,1019,251,9,2
2/24/2022,1.4,11.2,-8.5,0,1026.6,170,5,2
2/23/2022,-0.7,7.2,-8.5,0,1033.3,324,5,2
2/22/2022,-1.1,4.9,-7.2,0,1036.9,2,6,2
2/21/2022,-2.6,4.9,-10.2,0,1034,337,11,2
2/20/2022,-2.8,4.7,-10.2,0,1030,312,9,2
2/19/2022,-1.7,4.1,-7.5,0,1033.9,339,11,2
2/18/2022,-2.5,4.1,-9.2,0,1033,343,10,2
2/17/2022,-5.1,0,-10.2,0,1032.2,187,7,2
2/16/2022,-5.2,0,-10.3,0,1032.6,12,6,2
2/15/2022,-6.5,-1.6,-11.3,0,1030.3,43,6,2
2/14/2022,-6.5,-1.6,-11.3,0,1030.9,357,13,2
2/13/2022,-2.2,1,-5.4,2.8,1027.6,67,6,2
2/12/2022,2.4,8.9,-4.2,0.2,1028.5,64,7,2
2/11/2022,1.9,10.3,-6.5,0,1027.8,80,9,2
2/10/2022,1.9,10.3,-6.5,0,1022.7,199,6,2
2/9/2022,0.3,8.6,-8,0,1023,40,4,2
2/8/2022,0.3,8.6,-8,0,1027.3,339,5,2
2/7/2022,-0.1,6.6,-6.7,0,1029.1,278,5,2
2/6/2022,-0.3,6.1,-6.7,0,1031.5,240,6,2
2/5/2022,-1.6,3.8,-6.9,0,1033.6,290,7,2
2/4/2022,-2.6,3.2,-8.5,0,1033.7,347,12,2
2/3/2022,-3.1,4.6,-10.8,0,1031,14,9,2
2/2/2022,-3.1,4.6,-10.8,0,1030.4,73,5,2
2/1/2022,-2.5,2.5,-7.5,0,1033.3,21,6,2
1/31/2022,-2,3.3,-7.3,0,1028.6,340,14,2
1/30/2022,-1.5,4.9,-7.9,0.8,1024.4,336,8,2
1/29/2022,-1.5,4.9,-7.9,0,1026.1,59,4,2
1/28/2022,-1.4,3.6,-6.3,0,1030.7,7,6,2
1/27/2022,-1.1,3.6,-5.7,0,1033.6,25,8,2
1/26/2022,1.4,6.1,-3.2,0,1031.8,30,8,2
1/25/2022,1.6,6.1,-2.8,0,1026.6,337,10,2
1/24/2022,-2.8,0.9,-6.4,0,1025.7,204,5,2
1/23/2022,-3.1,0.1,-6.4,0,1030.4,190,5,2
1/22/2022,-3.1,-1.3,-5,2,1029.7,43,4,2
1/21/2022,-3.5,-1.7,-5.4,2,1030.3,100,6,2
1/20/2022,-3.4,-1.3,-5.4,2,1034.2,179,6,2
1/19/2022,-2.8,2.7,-8.2,2,1034.3,161,8,2
1/18/2022,-1.6,6,-9.3,0,1026.6,52,5,2
1/17/2022,-1.6,6,-9.3,0,1030.2,160,7,2
1/16/2022,-2.7,3.6,-9,0,1030.7,236,4,2
1/15/2022,-2.1,3.6,-7.8,0,1028.2,13,12,2
1/14/2022,-2.3,3.9,-8.5,0,1020.4,37,3,2
1/13/2022,-2.3,3.9,-8.5,0,1027.5,198,6,2
1/12/2022,-2.8,2.8,-8.3,0,1028.4,345,8,2
1/11/2022,-3,2.4,-8.3,0,1027.3,72,6,2
1/10/2022,-0.1,2.4,-2.5,0,1029.1,11,9,2
1/9/2022,1.6,9.6,-6.4,0,1026.1,48,6,2
1/8/2022,1.6,9.6,-6.4,0,1026.3,24,8,2
1/7/2022,-0.5,6.5,-7.4,0,1028.4,226,4,2
1/6/2022,-0.5,6.5,-7.4,0,1034.3,61,5,2
1/5/2022,-1.6,3.9,-7.1,0,1031.4,13,3,2
1/4/2022,-0.8,6.5,-8.1,0,1031.3,45,4,2
1/3/2022,-0.8,6.5,-8.1,0,1028.7,47,4,2
1/2/2022,0.2,8.3,-7.8,0,1029.2,195,6,2
1/1/2022,0.6,8.3,-7.2,0,1029.8,4,9,2
